"","gridcode","OBJECTID","Join_Count","TARGET_FID","Id","Id_1","gridcode_1","Shape_Length","Shape_Area","area_ha","cost_ha","new_prob","cum_area_ha"
"4268",23449,11403,5,11403,11403,10314,14234,3600,8e+05,80,177.925,0.46395,42645
"5844",32173,6268,2,6268,6268,6112,235600,3400,7e+05,70,3365.71428571429,0.2508,42715
"1753",10938,4939,3,4939,4939,4618,308720,6400,1990000,199,1551.3567839196,0.7323,42914
"1601",10500,5270,2,5270,5270,5124,83573,5000,1360000,136,614.507352941176,0.7539,43050
"107",668,11765,4,11765,11765,10658,149552,2800,490000,49,3052.08163265306,0.9447,43099
"5643",31198,14354,11,14354,14354,13690,339546,23600,14440000,1444,235.142659279778,0.2799,44543
"303",2786,10287,3,10287,10287,9673,18169,3400,7e+05,70,259.557142857143,0.92295,44613
"829",6857,7872,3,7872,7872,7694,144530,4000,1e+06,100,1445.3,0.86085,44713
"1583",10459,5300,2,5300,5300,5153,78355,5200,1440000,144,544.131944444444,0.7566,44857
"553",5360,8699,2,8699,8699,8505,232200,3400,7e+05,70,3317.14285714286,0.89565,44927
"704",6144,8153,1,8153,8153,7972,189255,5400,1700000,170,1113.26470588235,0.87735,45097
"2059",11926,3820,3,3820,3820,3696,146000,2800,490000,49,2979.59183673469,0.69195,45146
"3853",21421,5304,2,5304,5304,4985,461462,8000,3750000,375,1230.56533333333,0.4833,45521
"1006",8082,14379,11,14379,14379,13965,300881,6600,1350000,135,2228.74814814815,0.8367,45656
"3571",18986,2,1,2,2,2,36133,4000,1e+06,100,361.33,0.4995,45756
"4164",22853,10144,4,10144,10144,9594,43242,3000,560000,56,772.178571428571,0.47115,45812
"5908",32509,12291,9,12291,12291,11899,644185,8600,2360000,236,2729.59745762712,0.2418,46048
"3458",18297,356,12,356,356,214,173025,13200,6260000,626,276.397763578275,0.51405,46674
"2862",15251,3604,9,3604,3604,3436,423246,6800,1400000,140,3023.18571428571,0.59055,46814
"936",7629,7366,8,7366,7366,7116,151008,3000,560000,56,2696.57142857143,0.8469,46870
"5346",29584,7986,3,7986,7986,7718,446178,8400,2960000,296,1507.35810810811,0.32235,47166
"5405",29926,7888,5,7888,7888,7537,140491,5000,1260000,126,1115.00793650794,0.3138,47292
"3742",21058,8394,2,8394,8394,8041,317506,5200,1440000,144,2204.90277777778,0.49125,47436
"206",1632,11112,5,11112,11112,10085,107021,3400,7e+05,70,1528.87142857143,0.93285,47506
"2524",13974,5336,6,5336,5336,5121,1199200,6000,1130000,113,10612.389380531,0.63435,47619
"1726",10809,9856,9,9856,9856,9312,564012,9800,2750000,275,2050.95272727273,0.7356,47894
"2404",13581,2903,2,2903,2903,2748,98260,3000,560000,56,1754.64285714286,0.6507,47950
"4342",23919,12047,8,12047,12047,10946,747861,5400,1700000,170,4399.18235294118,0.45405,48120
"415",4208,9580,2,9580,9580,9260,41048,3600,8e+05,80,513.1,0.91005,48200
"3190",17029,855,1,855,855,839,6489,3800,9e+05,90,72.1,0.55095,48290
"3019",16035,1233,5,1233,1233,1135,96758,3000,560000,56,1727.82142857143,0.5712,48346
"5612",31058,7021,3,7021,7021,6853,158800,3200,640000,64,2481.25,0.2841,48410
"1670",10665,5182,5,5182,5182,5036,245900,5000,1360000,136,1808.08823529412,0.7437,48546
"5009",28000,8983,7,8983,8983,8691,6031152,3400,720000,72,83766,0.3675,48618
"6345",33754,4416,6,4416,4416,4278,335263,3000,560000,56,5986.83928571429,0.1794,48674
"1007",8084,7242,1,7242,7242,7074,75545,3400,720000,72,1049.23611111111,0.83655,48746
"1403",10010,5873,8,5873,5873,5635,262205,5000,1260000,126,2080.99206349206,0.7824,48872
"4431",24267,11722,2,11722,11722,10655,11437,3600,8e+05,80,142.9625,0.44175,48952
"6526",34304,3852,4,3852,3852,3728,178780,2800,490000,49,3648.57142857143,0.1536,49001
"862",7125,31323,14,31323,31323,30531,932960,13600,2860000,286,3262.0979020979,0.85635,49287
"1040",8193,7245,1,7245,7245,7077,52595,3200,630000,63,834.84126984127,0.83205,49350
"2505",13920,2732,9,2732,2732,2489,115177,9400,3260000,326,353.303680981595,0.63705,49676
"2703",14600,4648,3,4648,4648,4538,896600,10000,2720000,272,3296.32352941176,0.61005,49948
"988",8026,7631,3,7631,7631,7457,4849820,4000,1e+06,100,48498.2,0.8394,50048
"3345",17733,480,2,480,480,473,63560,3200,640000,64,993.125,0.5295,50112
"4469",24509,11543,2,11543,11543,10479,10106,2800,490000,49,206.244897959184,0.4365,50161
"2476",13819,2910,2,2910,2910,2829,162026,5000,1360000,136,1191.36764705882,0.64065,50297
"6753",35333,5812,6,5812,5812,5501,484787,6400,1260000,126,3847.51587301587,0.1233,50423
"958",7821,7371,5,7371,7371,7124,60007,3600,8e+05,80,750.0875,0.84375,50503
"1348",9734,6235,2,6235,6235,6079,210625,3400,7e+05,70,3008.92857142857,0.7896,50573
"2570",14099,2516,13,2516,2516,2378,288925,9800,2940000,294,982.738095238095,0.6279,50867
"459",4633,9340,3,9340,9340,9086,34750,3800,9e+05,90,386.111111111111,0.9048,50957
"1617",10539,5084,4,5084,5084,4853,164002,3400,7e+05,70,2342.88571428571,0.7515,51027
"772",6592,7919,3,7919,7919,7740,92881,3600,8e+05,80,1161.0125,0.86835,51107
"1762",10965,9659,5,9659,9659,9284,346384,6000,1130000,113,3065.34513274336,0.73095,51220
"2333",13260,3155,7,3155,3155,2974,94100,4800,1190000,119,790.756302521008,0.6591,51339
"3831",21381,5968,4,5968,5968,5818,17420,3000,560000,56,311.071428571429,0.48495,51395
"4792",26646,9890,4,9890,9890,9404,98480,2800,490000,49,2009.79591836735,0.3939,51444
"1217",8994,12977,7,12977,12977,12486,303400,6800,1400000,140,2167.14285714286,0.8067,51584
"3484",18415,157,3,157,157,156,197857,4000,1e+06,100,1978.57,0.51045,51684
"1989",11710,8166,10,8166,8166,7713,309388,6400,1270000,127,2436.12598425197,0.70155,51811
"574",5479,17391,9,17391,17391,16844,287209,8400,2200000,220,1305.49545454545,0.89355,52031
"5853",32204,6182,6,6182,6182,5943,20425,2800,490000,49,416.836734693878,0.24945,52080
"117",735,11730,3,11730,11730,10594,189871,8600,3300000,330,575.366666666667,0.94365,52410
"1567",10403,5483,4,5483,5483,5168,116455,7000,2160000,216,539.143518518518,0.759,52626
"6725",35195,2930,6,2930,2930,2767,533187,2800,490000,49,10881.3673469388,0.1272,52675
"4217",23058,6352,3,6352,6352,6130,516821,4800,1190000,119,4343.03361344538,0.46845,52794
"5048",28156,9169,12,9169,9169,8673,97005,17000,7250000,725,133.8,0.36165,53519
"1936",11533,8572,4,8572,8572,8301,669704,6400,1260000,126,5315.11111111111,0.70815,53645
"1086",8401,7033,1,7033,7033,6866,17960,3400,720000,72,249.444444444444,0.82545,53717
"868",7145,15360,5,15360,15360,14931,463114,8200,1890000,189,2450.33862433862,0.85545,53906
"791",6660,7898,1,7898,7898,7720,274403,4000,1e+06,100,2744.03,0.8658,54006
"3322",17615,1272,6,1272,1272,1251,120128,8000,1920000,192,625.666666666667,0.5325,54198
"2406",13587,6029,8,6029,6029,5862,200588,7000,1560000,156,1285.82051282051,0.6504,54354
"4811",26760,9816,2,9816,9816,9357,203137,3000,560000,56,3627.44642857143,0.39165,54410
"1114",8599,7007,2,7007,7007,6839,179056,3000,560000,56,3197.42857142857,0.8217,54466
"3557",18914,64,4,64,64,27,32716,8400,2550000,255,128.298039215686,0.5013,54721
"2024",11819,3940,2,3940,3940,3815,355524,3000,560000,56,6348.64285714286,0.69705,54777
"317",2903,20660,8,20660,20660,19380,229953,9000,2500000,250,919.812,0.9216,55027
"381",3586,9947,7,9947,9947,9386,325995,4800,1190000,119,2739.45378151261,0.91455,55146
"3332",17651,560,3,560,560,552,88050,4600,1200000,120,733.75,0.5313,55266
"2668",14442,9235,14,9235,9235,8931,1558291,14600,3210000,321,4854.48909657321,0.6147,55587
"1276",9293,32323,20,32323,32323,31156,421076,16600,3450000,345,1220.51014492754,0.79905,55932
"4427",24262,11790,7,11790,11790,10655,11437,5800,1610000,161,71.0372670807453,0.44235,56093
"2296",13110,6760,9,6760,6760,6379,1247543,11600,3400000,340,3669.24411764706,0.6639,56433
"1527",10292,10992,7,10992,10992,10606,347070,8200,1890000,189,1836.34920634921,0.7647,56622
"5720",31641,6699,5,6699,6699,6452,404850,3400,7e+05,70,5783.57142857143,0.2688,56692
"2061",11934,3810,6,3810,3810,3688,46625,4800,1190000,119,391.806722689076,0.69165,56811
"456",4584,9311,3,9311,9311,9058,780105,3400,7e+05,70,11144.3571428571,0.90525,56881
"1167",8798,6897,4,6897,6897,6729,67313,2800,490000,49,1373.73469387755,0.81405,56930
"3118",16697,1145,5,1145,1145,988,282500,8400,4250000,425,664.705882352941,0.5601,57355
"1125",8659,6791,2,6791,6791,6555,126155,3400,7e+05,70,1802.21428571429,0.82005,57425
"2466",13798,8658,5,8658,8658,8423,731462,10200,2190000,219,3340.00913242009,0.642,57644
"2694",14573,2244,5,2244,2244,2110,218458,8400,2820000,282,774.673758865248,0.6114,57926
"32",197,12088,4,12088,12088,10982,52650,5400,1700000,170,309.705882352941,0.95535,58096
"1911",11445,4331,3,4331,4331,4195,121972,3200,630000,63,1936.06349206349,0.7113,58159
"5338",29554,16448,22,16448,16448,15327,1158719,30400,12080000,1208,959.204470198675,0.32355,59367
"3575",19010,10886,2,10886,10886,9982,122470,3400,7e+05,70,1749.57142857143,0.4989,59437
"148",995,11498,4,11498,11498,10434,133878,3400,7e+05,70,1912.54285714286,0.94005,59507
"1268",9238,6349,2,6349,6349,6128,199729,3400,7e+05,70,2853.27142857143,0.80025,59577
"1998",11733,4039,2,4039,4039,3826,213332,3800,9e+05,90,2370.35555555556,0.70035,59667
"5036",28096,8857,4,8857,8857,8655,120781,2800,490000,49,2464.91836734694,0.36345,59716
"2982",15854,2938,17,2938,2938,2650,223867,8200,1910000,191,1172.07853403141,0.57585,59907
"6230",33321,4930,6,4930,4930,4709,248803,4000,1e+06,100,2488.03,0.1953,60007
"3628",19674,10320,7,10320,10320,9680,622600,4800,1190000,119,5231.93277310924,0.49665,60126
"1020",8118,14434,3,14434,14434,14098,796442,8600,2170000,217,3670.23963133641,0.8349,60343
"1307",9485,6200,3,6200,6200,5958,180358,2800,490000,49,3680.77551020408,0.7947,60392
"2901",15416,3294,6,3294,3294,3137,184707,6400,1290000,129,1431.83720930233,0.58545,60521
"1135",8684,13736,9,13736,13736,13259,558402,8000,1920000,192,2908.34375,0.81855,60713
"1592",10482,5239,7,5239,5239,5003,213756,5000,1500000,150,1425.04,0.75525,60863
"1533",10311,5485,6,5485,5485,5169,121232,5400,1700000,170,713.129411764706,0.7638,61033
"2445",13748,2919,5,2919,2919,2758,106382,3000,560000,56,1899.67857142857,0.645,61089
"1432",10082,5785,3,5785,5785,5635,262205,4000,1e+06,100,2622.05,0.7782,61189
"2123",12162,3631,6,3631,3631,3514,278476,3400,7e+05,70,3978.22857142857,0.6843,61259
"5414",29973,7607,5,7607,7607,7356,776331,6400,1750000,175,4436.17714285714,0.31245,61434
"482",4825,9207,2,9207,9207,8973,218250,4000,1e+06,100,2182.5,0.9027,61534
"47",251,12046,3,12046,12046,10943,471510,2800,490000,49,9622.65306122449,0.9531,61583
"3071",16349,1111,3,1111,1111,1027,1164430,3400,7e+05,70,16634.7142857143,0.56535,61653
"77",473,35780,11,35780,35780,32470,453012,12600,3300000,330,1372.76363636364,0.94875,61983
"175",1358,11303,2,11303,11303,10425,342345,3200,630000,63,5434.04761904762,0.9363,62046
"4285",23677,7220,1,7220,7220,7052,46616,3200,630000,63,739.936507936508,0.4614,62109
"7252",37041,848,2,848,848,832,28584,3400,7e+05,70,408.342857142857,0.0519000000000001,62179
"4036",22283,11005,2,11005,11005,10054,252350,3400,7e+05,70,3605,0.47475,62249
"408",4127,9578,3,9578,9578,9258,54653,4000,1e+06,100,546.53,0.9108,62349
"544",5305,8702,3,8702,8702,8507,204545,3400,7e+05,70,2922.07142857143,0.89655,62419
"804",6739,16022,11,16022,16022,15500,93999,6200,1190000,119,789.90756302521,0.86445,62538
"4815",26788,9881,2,9881,9881,9348,84598,4200,980000,98,863.244897959184,0.39105,62636
"4413",24220,11867,3,11867,11867,10788,166880,6400,1750000,175,953.6,0.44385,62811
"519",5122,9020,3,9020,9020,8807,217793,4600,1200000,120,1814.94166666667,0.8991,62931
"5537",30757,7205,4,7205,7205,7037,35020,3200,640000,64,547.1875,0.2949,62995
"6974",36106,2020,3,2020,2020,1977,311861,3400,7e+05,70,4455.15714285714,0.09135,63065
"1272",9277,12614,5,12614,12614,12240,1280032,6800,1400000,140,9143.08571428571,0.79965,63205
"761",6471,7980,4,7980,7980,7714,292882,3000,560000,56,5230.03571428571,0.8697,63261
"4814",26778,9870,6,9870,9870,9339,106928,7800,2240000,224,477.357142857143,0.3912,63485
"1232",9075,6413,4,6413,6413,6180,640016,3000,560000,56,11428.8571428571,0.80475,63541
"5508",30548,7386,2,7386,7386,7215,10610,2800,490000,49,216.530612244898,0.29925,63590
"1055",8243,7062,7,7062,7062,6800,102320,3800,9e+05,90,1136.88888888889,0.82995,63680
"5934",32634,12185,11,12185,12185,11637,580537,11400,3090000,309,1878.76051779935,0.2379,63989
"1243",9136,6494,6,6494,6494,6246,213920,3600,8e+05,80,2674,0.8034,64069
"5861",32241,6193,9,6193,6193,5952,166433,3000,560000,56,2972.01785714286,0.2484,64125
"1598",10493,16282,10,16282,16282,15672,399644,11600,2790000,279,1432.41577060932,0.75435,64404
"955",7800,7436,9,7436,7436,7109,110286,7800,2410000,241,457.618257261411,0.84405,64645
"245",2071,10807,4,10807,10807,9899,94824,3400,7e+05,70,1354.62857142857,0.9282,64715
"74",459,11861,4,11861,11861,10749,48922,3200,630000,63,776.539682539683,0.94905,64778
"1078",8348,7046,4,7046,7046,6782,181403,6000,1760000,176,1030.69886363636,0.82665,64954
"599",5649,8549,3,8549,8549,8275,240325,2800,490000,49,4904.59183673469,0.8904,65003
"1959",11603,4202,1,4202,4202,4069,233236,3600,8e+05,80,2915.45,0.7056,65083
"186",1422,11340,2,11340,11340,10301,111915,3000,560000,56,1998.48214285714,0.9354,65139
"1824",11152,9133,5,9133,9133,8758,526028,6800,1400000,140,3757.34285714286,0.72315,65279
"3020",16044,1193,2,1193,1193,1169,955367,3600,8e+05,80,11942.0875,0.57105,65359
"942",7666,7406,3,7406,7406,7234,71745,2800,490000,49,1464.18367346939,0.846,65408
"5",16,12153,5,12153,12153,11053,114700,5000,1260000,126,910.31746031746,0.9594,65534
"2468",13802,2664,4,2664,2664,2517,88795,2800,490000,49,1812.14285714286,0.6417,65583
"239",1965,10848,3,10848,10848,9918,34200,3400,7e+05,70,488.571428571429,0.92865,65653
"5554",30850,14669,12,14669,14669,14170,445068,14800,4390000,439,1013.82232346241,0.2925,66092
"3040",16160,1359,3,1359,1359,1327,245463,3400,7e+05,70,3506.61428571429,0.56865,66162
"4495",24742,23127,12,23127,23127,20951,184415,8000,1900000,190,970.605263157895,0.43305,66352
"4954",27568,9182,4,9182,9182,8954,126455,3400,7e+05,70,1806.5,0.37335,66422
"546",5317,8822,4,8822,8822,8621,611640,2800,490000,49,12482.4489795918,0.89625,66471
"2803",14964,3791,8,3791,3791,3625,225653,8200,2190000,219,1030.37899543379,0.59715,66690
"3120",16719,1039,3,1039,1039,1019,197998,3600,8e+05,80,2474.975,0.5598,66770
"5724",31652,6978,4,6978,6978,6717,49418,6600,2060000,206,239.893203883495,0.2682,66976
"1419",10057,5817,3,5817,5817,5667,109562,4000,1e+06,100,1095.62,0.78,67076
"2454",13768,5448,11,5448,5448,5149,696284,6000,1130000,113,6161.80530973451,0.6438,67189
"2652",14372,2283,8,2283,2283,2145,86940,3200,640000,64,1358.4375,0.61665,67253
"3445",18220,292,3,292,292,287,177600,4800,1190000,119,1492.43697478992,0.516,67372
"5646",31223,7014,2,7014,7014,6847,110120,3200,640000,64,1720.625,0.27945,67436
"1158",8771,6775,6,6775,6775,6459,199200,5000,1360000,136,1464.70588235294,0.8154,67572
"3275",17402,1523,7,1523,1523,1493,920222,6200,1190000,119,7732.95798319328,0.5394,67691
"1032",8162,7043,2,7043,7043,6876,118370,3200,640000,64,1849.53125,0.8331,67755
"2778",14856,3883,7,3883,3883,3799,276556,5800,1050000,105,2633.86666666667,0.60015,67860
"406",4045,9634,1,9634,9634,9287,276402,4000,1e+06,100,2764.02,0.9111,67960
"1859",11246,4506,2,4506,4506,4367,140539,4000,1e+06,100,1405.39,0.7185,68060
"3381",17849,512,2,512,512,444,103800,3200,630000,63,1647.61904761905,0.5244,68123
"5371",29736,15443,6,15443,15443,15009,356239,8400,2200000,220,1619.26818181818,0.31875,68343
"4377",24083,11968,3,11968,11968,10845,46714,6400,2060000,206,226.766990291262,0.4488,68549
"71",417,11946,2,11946,11946,10793,153666,5600,1800000,180,853.7,0.9495,68729
"1137",8688,6879,6,6879,6879,6711,114599,3400,7e+05,70,1637.12857142857,0.81825,68799
"4868",27024,9579,1,9579,9579,9260,41048,3400,7e+05,70,586.4,0.3837,68869
"2786",14885,3889,8,3889,3889,3806,897938,7000,1560000,156,5756.01282051282,0.5994,69025
"724",6283,16247,7,16247,16247,15883,508927,8400,2260000,226,2251.88938053097,0.8748,69251
"413",4172,9467,1,9467,9467,9115,11880,3400,7e+05,70,169.714285714286,0.91035,69321
"6314",33641,4435,4,4435,4435,4296,416957,3000,560000,56,7445.66071428571,0.1836,69377
"6067",32938,5566,2,5566,5566,5324,158956,6000,1690000,169,940.568047337278,0.21885,69546
"4298",23721,6805,3,6805,6805,6496,1235625,4800,1190000,119,10383.4033613445,0.45945,69665
"4460",24392,11613,4,11613,11613,10547,155260,3000,560000,56,2772.5,0.4377,69721
"1833",11174,4486,2,4486,4486,4346,254390,3400,7e+05,70,3634.14285714286,0.7218,69791
"102",648,11731,3,11731,11731,10664,525102,3600,8e+05,80,6563.775,0.94545,69871
"1587",10470,5273,2,5273,5273,5127,281908,3200,640000,64,4404.8125,0.756,69935
"2516",13947,2588,3,2588,2588,2524,77130,3600,8e+05,80,964.125,0.63555,70015
"85",520,11869,3,11869,11869,10759,229483,2800,490000,49,4683.32653061224,0.9477,70064
"454",4580,29084,6,29084,29084,27953,1020310,9400,1850000,185,5515.18918918919,0.9054,70249
"1085",8394,6928,2,6928,6928,6761,67900,3400,7e+05,70,970,0.8256,70319
"1943",11558,4199,1,4199,4199,4066,711457,3600,8e+05,80,8893.2125,0.70755,70399
"1781",11023,14637,9,14637,14637,14041,340531,12000,2820000,282,1207.55673758865,0.7284,70681
"3555",18887,16,3,16,16,15,85836,3400,7e+05,70,1226.22857142857,0.5016,70751
"265",2354,10543,4,10543,10543,9785,131651,3600,8e+05,80,1645.6375,0.92625,70831
"3520",18654,80,2,80,80,80,40100,3000,560000,56,716.071428571429,0.50535,70887
"483",4854,9256,4,9256,9256,9017,387720,2800,490000,49,7912.65306122449,0.90255,70936
"1999",11743,4074,5,4074,4074,3848,403951,3000,560000,56,7213.41071428571,0.7002,70992
"896",7336,7704,2,7704,7704,7459,290842,3000,560000,56,5193.60714285714,0.8517,71048
"5445",30198,7881,7,7881,7881,7459,290842,11600,4990000,499,582.849699398798,0.3081,71547
"2085",12008,3729,2,3729,3729,3610,18955,3600,8e+05,80,236.9375,0.6885,71627
"1273",9278,6281,1,6281,6281,6125,13850,4000,1e+06,100,138.5,0.7995,71727
"3291",17463,728,6,728,728,714,428260,3000,560000,56,7647.5,0.537,71783
"1329",9616,6124,3,6124,6124,5891,100325,2800,490000,49,2047.44897959184,0.792,71832
"3360",17786,456,2,456,456,448,25000,3600,8e+05,80,312.5,0.5274,71912
"2629",14299,2326,5,2326,2326,2268,544426,4800,1190000,119,4575.00840336134,0.6201,72031
"3163",16912,1071,8,1071,1071,990,262175,3400,7e+05,70,3745.35714285714,0.5547,72101
"941",7664,7370,6,7370,7370,7123,501010,3200,640000,64,7828.28125,0.84615,72165
"1664",10645,5094,4,5094,5094,4861,142869,3400,7e+05,70,2040.98571428571,0.7446,72235
"452",4538,9395,2,9395,9395,9130,94640,3600,8e+05,80,1183,0.9057,72315
"4448",24329,11721,2,11721,11721,10655,11437,4000,1e+06,100,114.37,0.43935,72415
"2299",13130,3195,2,3195,3195,3103,167780,5800,1540000,154,1089.48051948052,0.66345,72569
"1897",11392,4453,4,4453,4453,4314,151832,6400,1990000,199,762.974874371859,0.7134,72768
"4506",24876,11572,7,11572,11572,10385,31200,11400,5190000,519,60.1156069364162,0.43185,73287
"4488",24719,11503,6,11503,11503,10439,3940,4000,1e+06,100,39.4,0.4338,73387
"2964",15729,3044,12,3044,3044,2755,352283,8400,2170000,217,1623.42396313364,0.5781,73604
"7019",36229,1998,5,1998,1998,1955,1023120,3400,7e+05,70,14616,0.0846,73674
"4791",26639,9902,5,9902,9902,9418,209950,3000,560000,56,3749.10714285714,0.39405,73730
"1699",10739,5008,4,5008,5008,4777,120545,3400,7e+05,70,1722.07142857143,0.7395,73800
"322",2942,10207,2,10207,10207,9632,11375350,3000,560000,56,203131.25,0.921,73856
"1593",10483,5397,5,5397,5397,5160,213635,3800,9e+05,90,2373.72222222222,0.7551,73946
"1513",10253,11324,2,11324,11324,11026,9412456,6200,1190000,119,79096.268907563,0.7668,74065
"168",1221,11393,5,11393,11393,10311,143350,3400,7e+05,70,2047.85714285714,0.93735,74135
"5101",28358,8645,2,8645,8645,8451,461625,2800,490000,49,9420.91836734694,0.3555,74184
"5777",31889,6591,5,6591,6591,6295,69077,6400,2550000,255,270.890196078431,0.2604,74439
"5352",29613,7824,3,7824,7824,7486,157250,5000,1500000,150,1048.33333333333,0.3216,74589
"150",1007,11497,2,11497,11497,10434,133878,3600,8e+05,80,1673.475,0.93975,74669
"69",410,23921,10,23921,23921,21651,544258,8000,1820000,182,2990.42857142857,0.9498,74851
"4404",24177,23940,6,23940,23940,21741,4178407,8600,2090000,209,19992.3779904306,0.44505,75060
