"","gridcode","OBJECTID","Join_Count","TARGET_FID","Id","Id_1","gridcode_1","Shape_Length_1","Shape_Area_1","Shape_Length","Shape_Area","area_ha","cum_area_ha"
"5781",31545,13637,5,13637,13637,2957,123,49680,26247600,13800,4690000,469,58251
"718",5725,8615,4,8615,8615,1985,90,2820,496800,3400,700000,70,58321
"8012",40858,9572,2,9572,9572,2158,52,3600,801900,5000,1260000,126,58447
"6676",34692,6898,5,6898,6898,1416,84,20040,8278200,8400,2170000,217,58664
"7097",36306,5885,4,5885,5885,4448,103,6371340,7431396300,9600,1900000,190,58854
"6080",32799,17740,6,17740,17740,4082,126,606720,628785900,18400,5450000,545,59399
"8307",42575,6813,7,6813,6813,1481,43,5040,1296000,5600,1800000,180,59579
"4600",25100,11363,4,11363,11363,2482,90,9360,3051900,4400,1050000,105,59684
"6296",33307,4961,4,4961,4961,1029,43,2820,496800,3400,700000,70,59754
"6396",33686,4572,2,4572,4572,864,81,4200,972900,4800,1190000,119,59873
"7344",37194,765,4,765,765,123,81,7020,2068200,3400,700000,70,59943
"2222",12608,3612,3,3612,3612,664,81,20340,10015200,8400,3760000,376,60319
"7667",38903,11852,1,11852,11852,2605,90,32100,14310900,2800,490000,49,60368
"5547",30317,7514,2,7514,7514,1699,82,40080,18927900,3600,800000,80,60448
"7542",38189,117,3,117,117,12,21,3660,826200,6200,1680000,168,60616
"6910",35705,5416,6,5416,5416,1058,163,7860,1760400,10000,3060000,306,60922
"3163",17357,688,2,688,688,134,81,6360,1925100,3400,700000,70,60992
"6734",34962,3302,3,3302,3302,654,43,3360,683100,6800,2400000,240,61232
"1846",11064,9535,3,9535,9535,3037,122,3184680,3714894900,6200,1190000,119,61351
"2339",13304,10514,3,10514,10514,6090,123,9537840,11139606000,12400,3200000,320,61671
"8020",40895,9416,4,9416,9416,2134,82,6780,2396700,2800,490000,49,61720
"7427",37596,460,2,460,460,71,81,2940,538200,3200,640000,64,61784
"7014",36073,2170,3,2170,2170,457,21,3420,729000,3200,630000,63,61847
"2351",13364,6206,4,6206,6206,1258,82,12840,3650400,6200,1190000,119,61966
"4311",23081,4304,1,4304,4304,2030,41,3179280,3713202000,3000,560000,56,62022
"6019",32661,5848,4,5848,5848,1222,42,3420,712800,4000,1000000,100,62122
"1706",10611,10626,5,10626,10626,2237,162,31440,16423200,11800,3930000,393,62515
"1061",8003,7203,2,7203,7203,1602,42,9420,3600000,3600,800000,80,62595
"484",3769,9786,1,9786,9786,2687,82,1861740,30251171700,4800,1190000,119,62714
"3165",17361,739,4,739,739,116,42,4020,1009800,4800,1190000,119,62833
"308",2314,10608,1,10608,10608,2655,42,3026520,4013760600,5400,1700000,170,63003
"8275",42392,7217,3,7217,7217,1607,82,3240,656100,4800,1190000,119,63122
"8072",41208,9221,2,9221,9221,2170,90,30060,17694900,5000,1360000,136,63258
"1176",8494,7022,3,7022,7022,1554,82,9960,3132900,3600,800000,80,63338
"6603",34377,4186,5,4186,4186,806,81,3000,558900,16800,8400000,840,64178
"905",6785,7891,4,7891,7891,1791,43,59460,34513200,3400,700000,70,64248
"6420",33792,4412,3,4412,4412,850,41,10020,4760100,5000,1260000,126,64374
"7472",37844,661,4,661,661,277,162,94500,53989200,7000,1560000,156,64530
"1588",10292,10992,8,10992,10992,2364,84,23760,8125200,8200,1890000,189,64719
"2060",11823,4130,2,4130,4130,819,81,3660,826200,3600,800000,80,64799
"790",6090,16866,2,16866,16866,5310,84,6053040,8027521200,8400,1990000,199,64998
"2063",11830,8005,4,8005,8005,1581,162,6420,1285200,6400,1280000,128,65126
"4332",23323,1890,6,1890,1890,328,84,19560,7894800,8000,1920000,192,65318
"4931",26839,9674,2,9674,9674,2191,21,86400,70120800,3000,560000,56,65374
"8259",42250,7709,2,7709,7709,1789,43,24660,11293200,3000,560000,56,65430
"7995",40768,9811,3,9811,9811,2220,82,3360,683100,2800,490000,49,65479
"5043",27513,9328,2,9328,9328,2184,43,24180,12319200,4000,1000000,100,65579
"3107",17120,1925,4,1925,1925,340,162,6960,1485000,7000,1500000,150,65729
"5803",31651,6776,2,6776,6776,1437,42,3420,703800,6800,2190000,219,65948
"8353",42798,6310,3,6310,6310,1335,42,10440,4058100,4800,1190000,119,66067
"6991",35990,2120,4,2120,2120,442,42,6600,2116800,3600,800000,80,66147
"5303",28907,8676,3,8676,8676,2003,71,4980,1485000,7000,2260000,226,66373
"1123",8212,14513,6,14513,14513,3210,84,11700,3785400,13200,4880000,488,66861
"1173",8477,7039,2,7039,7039,1560,42,5040,1530000,5000,1500000,150,67011
"3287",17878,447,2,447,447,2030,41,3179280,3713202000,3000,560000,56,67067
"5809",31676,13628,7,13628,13628,3074,86,47760,34490700,13400,4490000,449,67516
"6577",34268,7955,3,7955,7955,1611,83,29040,14439600,7800,1770000,177,67693
"4582",24958,11480,3,11480,11480,2500,82,3660,826200,3000,560000,56,67749
"1275",8935,13271,6,13271,13271,2911,123,49380,26140500,6600,1340000,134,67883
"2848",15384,1661,2,1661,1661,361,21,6840,2220300,8000,2490000,249,68132
"7832",39936,11119,2,11119,11119,2411,52,2820,496800,3400,700000,70,68202
"7663",38887,11858,3,11858,11858,2606,42,9840,3761100,3400,700000,70,68272
"8270",42364,7326,3,7326,7326,1614,21,3180,621000,3600,800000,80,68352
"1869",11144,9598,6,9598,9598,1942,152,6780,1449900,9800,2770000,277,68629
"3345",18223,563,6,563,563,112,162,6960,1476000,7000,1500000,150,68779
"8063",41174,18430,3,18430,18430,4771,124,3029880,4014443700,8400,2060000,206,68985
"4249",22825,10203,2,10203,10203,2265,43,3000,558900,2800,490000,49,69034
"7041",36156,2085,5,2085,2085,422,81,3060,583200,3600,800000,80,69114
"8503",43333,3833,1,3833,3833,754,82,3480,734400,3400,700000,70,69184
"4765",26105,10979,2,10979,10979,2409,31,4020,1009800,3400,700000,70,69254
"2968",16140,1323,2,1323,1323,242,42,8400,3036600,3000,560000,56,69310
"5082",27866,9050,2,9050,9050,2191,21,86400,70120800,3000,560000,56,69366
"4637",25409,11233,3,11233,11233,2435,71,3060,583200,3400,720000,72,69438
"1650",10477,5426,1,5426,5426,1352,42,459060,495769500,3800,900000,90,69528
"5776",31528,6729,3,6729,6729,1473,90,10020,3078000,3600,800000,80,69608
"2514",13992,5172,4,5172,5172,1132,162,33600,14497200,8200,1950000,195,69803
"2380",13522,2948,3,2948,2948,603,21,10380,3996000,6400,1990000,199,70002
"4708",25853,22189,4,22189,22189,4890,86,63480,36235800,6800,1490000,149,70151
"408",3187,9972,1,9972,9972,2655,42,3026520,4013760600,4000,1000000,100,70251
"3432",18767,139,7,139,139,8,41,3420,703800,9800,4010000,401,70652
"1481",10058,5821,3,5821,5821,1217,81,4020,1009800,5000,1500000,150,70802
"7388",37401,468,2,468,468,83,81,53880,32798700,3000,560000,56,70858
"1374",9496,6208,4,6208,6208,1353,41,4380,1035000,3400,700000,70,70928
"6252",33213,16035,7,16035,16035,5107,163,6364380,7427957400,18000,5680000,568,71496
"6210",33107,5390,4,5390,5390,1116,43,3180,621000,5000,1360000,136,71632
"5839",31810,6782,5,6782,6782,1444,42,2760,476100,6800,2400000,240,71872
"1179",8514,6795,3,6795,6795,1494,21,4860,1231200,2800,490000,49,71921
"5680",31000,7219,3,7219,7219,1710,21,25980,13162500,3400,720000,72,71993
"5218",28446,8654,3,8654,8654,1978,81,4440,1080000,6400,2060000,206,72199
"1443",9947,12019,6,12019,12019,2628,84,72540,46968300,6200,1190000,119,72318
"7547",38212,188,1,188,188,2030,41,3179280,3713202000,3600,800000,80,72398
"96",629,11766,2,11766,11766,2584,42,2820,496800,5000,1260000,126,72524
"2649",14462,2197,2,2197,2197,720,81,376140,306918000,3800,900000,90,72614
"6097",32846,5652,3,5652,5652,1154,81,9840,3366900,3400,700000,70,72684
"6907",35695,8128,5,8128,8128,4666,163,6370440,7431394500,16400,5260000,526,73210
"7444",37708,331,2,331,331,76,81,5400,1692900,3000,560000,56,73266
"2285",13033,6687,3,6687,6687,2695,122,3182880,3714003900,13200,5040000,504,73770
"3463",18986,2,3,2,2,3,81,4800,1179900,4000,1000000,100,73870
"2622",14337,2243,1,2243,2243,2030,41,3179280,3713202000,3600,800000,80,73950
"6118",32892,5593,7,5593,5593,1141,42,6840,2276100,4800,1190000,119,74069
"7055",36195,2011,1,2011,2011,2030,41,3179280,3713202000,2800,490000,49,74118
"629",5114,9071,5,9071,9071,2091,90,11580,4916700,3600,800000,80,74198
"1586",10287,5461,2,5461,5461,1115,43,9000,3456000,3600,800000,80,74278
"5989",32534,12126,9,12126,12126,2554,164,6480,1312200,6600,1340000,134,74412
"1465",10012,5778,1,5778,5778,2687,82,1861740,30251171700,3200,630000,63,74475
"6564",34236,4082,2,4082,4082,876,42,30120,16605000,6800,2330000,233,74708
"3755",20656,9301,3,9301,9301,2140,21,11820,5298300,3400,700000,70,74778
"8041",40992,18900,5,18900,18900,4264,142,7320,1652400,18400,7100000,710,75488
"7364",37272,645,1,645,645,2030,41,3179280,3713202000,7000,2500000,250,75738
"3000",16439,2451,3,2451,2451,935,162,379620,307652400,6400,1260000,126,75864
"4810",26232,21372,4,21372,21372,5023,113,3029340,4014257400,10400,3690000,369,76233
"786",6079,8714,1,8714,8714,2655,42,3026520,4013760600,3600,800000,80,76313
"8298",42536,6905,4,6905,6905,1548,52,3060,583200,7000,2260000,226,76539
"2958",16056,1183,1,1183,1183,261,21,84900,55801800,4000,1000000,100,76639
"2411",13645,2897,1,2897,2897,2030,41,3179280,3713202000,3400,700000,70,76709
"945",7102,7768,6,7768,7768,1781,82,8220,2359800,8200,2380000,238,76947
"4377",23721,6805,5,6805,6805,1476,42,3420,712800,4800,1190000,119,77066
"1493",10082,5785,3,5785,5785,1193,81,16440,7236900,4000,1000000,100,77166
"5011",27260,9351,1,9351,9351,2191,21,86400,70120800,4000,1000000,100,77266
"1412",9748,6070,4,6070,6070,1294,43,5040,1296000,4000,1000000,100,77366
"6003",32613,6073,1,6073,6073,1433,41,251220,183303000,7200,3240000,324,77690
"1631",10412,10896,4,10896,10896,2278,82,26880,13845600,8000,1920000,192,77882
"2058",11802,8123,4,8123,8123,1664,162,232200,119700000,6800,1460000,146,78028
"210",1608,11103,2,11103,11103,2429,90,6780,2189700,3000,560000,56,78084
"1904",11242,4516,3,4516,4516,885,41,6780,2313900,8400,2750000,275,78359
"1420",9793,6307,5,6307,6307,1332,41,3360,683100,2800,490000,49,78408
"8062",41159,9127,2,9127,9127,2102,90,4440,1080000,4400,1050000,105,78513
"8350",42791,6319,5,6319,6319,1362,81,3000,558900,4800,1190000,119,78632
"1421",9796,6160,2,6160,6160,1340,81,12360,4741200,2800,490000,49,78681
"6626",34501,7615,3,7615,7615,2746,122,3182280,3713760900,12600,4040000,404,79085
"2170",12282,3701,2,3701,3701,713,42,6420,1836000,3800,900000,90,79175
"1270",8913,6688,2,6688,6688,1458,42,3600,801900,3600,800000,80,79255
"7736",39266,11695,2,11695,11695,2575,90,5340,1663200,3400,720000,72,79327
"6212",33109,5309,2,5309,5309,1119,81,28200,15775200,3200,640000,64,79391
"4832",26343,10358,1,10358,10358,2655,42,3026520,4013760600,2800,490000,49,79440
"4808",26229,10493,2,10493,10493,2331,71,5160,1512000,3600,810000,81,79521
"6576",34262,3884,1,3884,3884,2030,41,3179280,3713202000,3600,800000,80,79601
"139",980,23135,6,23135,23135,5060,180,17640,5884200,9800,2850000,285,79886
"1824",10982,4802,1,4802,4802,1123,42,54600,45227700,3600,800000,80,79966
"5332",29016,8398,2,8398,8398,1891,82,4980,1242000,11800,5600000,560,80526
"2359",13408,3262,2,3262,3262,644,52,3540,772200,7000,2260000,226,80752
"3285",17869,520,2,520,520,94,81,3600,810000,3400,720000,72,80824
"7937",40424,10481,2,10481,10481,2330,90,54360,33544800,3200,630000,63,80887
"1280",8956,6500,2,6500,6500,1467,81,46620,25664400,3600,800000,80,80967
"8172",41958,8361,1,8361,8361,2655,42,3026520,4013760600,3400,700000,70,81037
"7993",40760,9810,2,9810,9810,2220,82,3360,683100,3400,700000,70,81107
"3043",16771,1101,6,1101,1101,199,43,2820,496800,3000,560000,56,81163
"1645",10463,5419,3,5419,5419,1124,41,5220,1539000,3400,720000,72,81235
"3883",21272,7323,3,7323,7323,1645,42,17760,11673000,3600,800000,80,81315
"7343",37193,663,1,663,663,2030,41,3179280,3713202000,3600,800000,80,81395
"245",1832,10944,3,10944,10944,2403,82,6600,1898100,3000,560000,56,81451
"2291",13074,3050,4,3050,3050,603,21,10380,3996000,3600,800000,80,81531
"1814",10955,4917,3,4917,4917,941,42,3240,656100,8400,3690000,369,81900
"6875",35605,2606,2,2606,2606,559,43,4380,1035000,3400,700000,70,81970
"7128",36446,1544,2,1544,1544,351,81,5040,1530000,3800,900000,90,82060
"6751",35058,3247,1,3247,3247,2030,41,3179280,3713202000,5000,1360000,136,82196
"1401",9669,6210,1,6210,6210,2030,41,3179280,3713202000,4800,1190000,119,82315
"3914",21380,6971,1,6971,6971,2030,41,3179280,3713202000,3600,800000,80,82395
"5128",28063,8894,2,8894,8894,2191,21,86400,70120800,3600,800000,80,82475
"8537",43540,3180,2,3180,3180,750,21,46620,22059900,4800,1400000,140,82615
"3044",16774,2074,5,2074,2074,372,86,6420,1298700,6400,1290000,129,82744
"7678",38945,11805,1,11805,11805,2655,42,3026520,4013760600,4000,1000000,100,82844
"7398",37459,505,1,505,505,2030,41,3179280,3713202000,3200,630000,63,82907
"5631",30814,7484,2,7484,7484,1792,43,178620,164634300,10200,3620000,362,83269
"2205",12496,3446,1,3446,3446,2030,41,3179280,3713202000,3400,720000,72,83341
"5925",32182,6360,2,6360,6360,1372,42,5820,1618200,4400,1120000,112,83453
"4639",25421,22529,5,22529,22529,4920,62,27480,10297800,6400,1270000,127,83580
"1014",7610,7725,2,7725,7725,1918,43,59760,39222900,2800,490000,49,83629
"7189",36702,3422,6,3422,3422,2268,83,3187680,3715911900,22600,7960000,796,84425
"3010",16533,1300,2,1300,1300,720,81,376140,306918000,4400,1120000,112,84537
"2006",11635,4233,3,4233,4233,820,41,3240,656100,5000,1260000,126,84663
"898",6744,7844,1,7844,7844,2655,42,3026520,4013760600,3000,560000,56,84719
"1717",10633,5214,5,5214,5214,1053,43,8160,2872800,4000,1000000,100,84819
"3255",17771,496,1,496,496,2030,41,3179280,3713202000,3200,640000,64,84883
"6361",33546,4786,2,4786,4786,954,81,7200,3240000,3200,640000,64,84947
"3523",19408,21200,5,21200,21200,4963,113,3031140,4014975600,10400,2910000,291,85238
"2828",15302,1631,2,1631,1631,355,81,4380,1035000,3200,640000,64,85302
"2532",14050,2557,1,2557,2557,2030,41,3179280,3713202000,3600,800000,80,85382
"7607",38609,24155,6,24155,24155,5323,172,36360,20932200,7000,1520000,152,85534
"113",735,11730,4,11730,11730,2566,42,3240,656100,8600,3300000,330,85864
"1342",9293,32323,11,32323,32323,6995,209,283140,193372200,16600,3450000,345,86209
"806",6143,8208,4,8208,8208,1885,43,2760,476100,2800,490000,49,86258
"8666",44240,8347,1,8347,8347,2655,42,3026520,4013760600,3600,800000,80,86338
"8599",43786,3683,2,3683,3683,4060,82,6358560,7426404000,6400,1290000,129,86467
"27",167,12101,1,12101,12101,2667,90,52800,26816400,3000,560000,56,86523
"6421",33798,9417,3,9417,9417,2046,84,53280,29383200,7000,1560000,156,86679
"776",6045,8277,5,8277,8277,1865,42,40980,23431500,5000,1360000,136,86815
"1333",9233,6487,4,6487,6487,1382,43,66180,44924400,3600,800000,80,86895
"1983",11556,12958,4,12958,12958,4988,153,6363420,7427635200,11600,2680000,268,87163
"5678",30997,7184,4,7184,7184,1555,81,5220,1458000,6800,2090000,209,87372
"3215",17580,622,1,622,622,2030,41,3179280,3713202000,5000,1500000,150,87522
"3406",18601,184,4,184,184,35,41,3840,918000,3400,720000,72,87594
"1556",10211,5643,1,5643,5643,2030,41,3179280,3713202000,3600,800000,80,87674
"6537",34152,12121,10,12121,12121,2337,203,19680,5911200,16600,4730000,473,88147
"8101",41433,8881,1,8881,8881,2655,42,3026520,4013760600,3200,640000,64,88211
"6031",32685,5928,5,5928,5928,1202,42,6420,1763100,6400,2060000,206,88417
"8461",43150,4451,7,4451,4451,860,21,3240,648000,6400,1750000,175,88592
"5414",29489,7771,2,7771,7771,1782,90,77100,49279500,2800,490000,49,88641
"6563",34235,8058,8,8058,8058,1568,124,18720,7038000,11400,3890000,389,89030
"4859",26424,10093,2,10093,10093,2284,90,8220,2482200,3800,900000,90,89120
"4628",25319,11559,3,11559,11559,2523,90,4020,1009800,6400,2550000,255,89375
"2825",15295,2024,4,2024,2024,370,43,5040,1530000,19800,8070000,807,90182
"7066",36226,2002,1,2002,2002,2030,41,3179280,3713202000,4800,1190000,119,90301
"4369",23695,6969,3,6969,6969,1542,21,3240,656100,3200,640000,64,90365
"6565",34238,3876,4,3876,3876,744,81,3420,712800,3600,800000,80,90445
"2408",13640,2972,3,2972,2972,589,81,3420,712800,4000,1000000,100,90545
"1962",11470,4385,1,4385,4385,2030,41,3179280,3713202000,2800,490000,49,90594
"4496",24255,11851,2,11851,11851,2587,90,2760,476100,13200,6700000,670,91264
"1216",8706,6889,6,6889,6889,1499,42,5580,1782000,5000,1260000,126,91390
"7900",40226,10718,1,10718,10718,2655,42,3026520,4013760600,2800,490000,49,91439
"1444",9954,18706,17,18706,18706,3896,104,13380,3545100,22200,7260000,726,92165
"8669",44259,16436,7,16436,16436,3758,42,7200,1603800,6400,1290000,129,92294
"5430",29566,7770,4,7770,7770,1782,90,77100,49279500,3000,560000,56,92350
"1754",10720,5046,2,5046,5046,1028,43,3060,583200,3000,560000,56,92406
"7826",39891,11165,2,11165,11165,2433,71,3240,648000,3200,630000,63,92469
"1837",11036,4547,2,4547,4547,924,21,6780,2311200,3800,900000,90,92559
"4945",26924,9793,3,9793,9793,2199,71,3660,826200,3000,560000,56,92615
"7816",39849,11492,3,11492,11492,2488,41,19860,12837600,15000,7800000,780,93395
"6973",35940,2480,1,2480,2480,2030,41,3179280,3713202000,3400,700000,70,93465
"3385",18439,161,3,161,161,38,21,5460,1744200,3600,800000,80,93545
"6419",33787,9009,5,9009,9009,1753,84,22860,9291600,11200,3240000,324,93869
"5901",32070,6425,1,6425,6425,1450,43,140700,130551300,4200,980000,98,93967
"7461",37781,340,4,340,340,48,43,2820,496800,6800,2190000,219,94186
"8339",42750,19858,4,19858,19858,6744,136,6059460,8029527300,18600,5800000,580,94766
"7616",38640,12071,1,12071,12071,2663,82,24960,17090100,3000,560000,56,94822
"1895",11211,4363,2,4363,4363,860,21,3240,648000,3000,560000,56,94878
"5815",31707,6601,3,6601,6601,1429,21,4740,1159200,3400,700000,70,94948
"1120",8206,7333,3,7333,7333,1618,52,3420,729000,3600,800000,80,95028
"8313",42622,6824,2,6824,6824,1529,41,3360,683100,4800,1190000,119,95147
"7435",37666,420,2,420,420,86,81,3000,558900,4800,1190000,119,95266
"7651",38824,11903,3,11903,11903,2621,71,3600,795600,3200,640000,64,95330
"6902",35686,5192,2,5192,5192,1440,162,752280,613836000,5800,1050000,105,95435
"7081",36261,1900,2,1900,1900,2030,41,3179280,3713202000,3400,700000,70,95505
"5302",28903,8177,1,8177,8177,2655,42,3026520,4013760600,3600,800000,80,95585
"6833",35463,2698,1,2698,2698,1352,42,459060,495769500,3000,560000,56,95641
"1461",10004,24194,15,24194,24194,5071,210,18000,4584600,17400,4290000,429,96070
"7848",40009,11069,2,11069,11069,2445,43,31740,18117900,3000,560000,56,96126
"8127",41594,8664,3,8664,8664,1998,42,4980,1485000,3400,700000,70,96196
"5237",28526,8497,1,8497,8497,2655,42,3026520,4013760600,4800,1190000,119,96315
"5980",32474,6092,4,6092,6092,1275,43,3240,656100,5000,1260000,126,96441
"6408",33748,4591,2,4591,4591,902,81,26640,12584700,6400,1750000,175,96616
"1548",10198,11431,12,11431,11431,2320,162,5520,952200,13000,4470000,447,97063
"5577",30480,15183,4,15183,15183,3486,82,8040,2019600,7000,1500000,150,97213
"7994",40763,9657,2,9657,9657,2200,82,3420,703800,3000,560000,56,97269
"6984",35978,2292,6,2292,2292,482,81,5400,1692900,8400,3530000,353,97622
"3409",18616,101,3,101,101,19,82,2760,476100,3000,560000,56,97678
"6288",33294,4982,5,4982,4982,990,41,8040,2540700,5000,1500000,150,97828
"6309",33339,4977,3,4977,4977,1059,81,4440,1142100,4000,1000000,100,97928
"5802",31645,13345,3,13345,13345,3066,124,118140,71535600,6800,1400000,140,98068
"1019",7655,7583,3,7583,7583,1726,43,3360,683100,3400,700000,70,98138
"6102",32855,5780,3,5780,5780,1227,81,3360,683100,10400,3350000,335,98473
"7701",39054,23639,4,23639,23639,5278,180,47880,27156600,8400,2200000,220,98693
"7524",38116,230,2,230,230,46,81,2880,518400,10000,4260000,426,99119
"5103",27983,8975,2,8975,8975,2191,21,86400,70120800,3200,630000,63,99182
