"","gridcode","OBJECTID","Join_Count","TARGET_FID","Id","Id_1","gridcode_1","Shape_Length_1","Shape_Area_1","Shape_Length","Shape_Area","area_ha","cum_area_ha"
"2899",15632,2991,3,2991,2991,1440,162,752280,613836000,6800,1460000,146,146
"5096",27949,9166,2,9166,9166,2116,82,3360,683100,8000,2410000,241,387
"2639",14417,4418,9,4418,4418,914,124,6480,1320300,7200,1600000,160,547
"6345",33474,9989,2,9989,9989,4060,82,6358560,7426404000,7000,1500000,150,697
"1295",9043,12995,3,12995,12995,2943,125,160380,142185600,8400,2290000,229,926
"1462",10008,5909,2,5909,5909,1219,43,8820,2835000,6800,2190000,219,1145
"8527",43508,3349,1,3349,3349,2030,41,3179280,3713202000,5200,1440000,144,1289
"821",6263,8170,3,8170,8170,1878,43,38400,20058300,5400,1700000,170,1459
"2355",13390,6178,2,6178,6178,4060,82,6358560,7426404000,6800,1400000,140,1599
"6320",33386,5044,2,5044,5044,953,43,13620,5856300,8400,3060000,306,1905
"6500",34040,8433,6,8433,8433,1718,122,31620,13918500,6200,1200000,120,2025
"7275",36969,940,2,940,940,492,81,116280,73296000,5000,1360000,136,2161
"4906",26709,9885,4,9885,9885,2201,52,4020,1009800,4800,1400000,140,2301
"450",3435,10094,2,10094,10094,2284,90,8220,2482200,5400,1620000,162,2463
"6814",35367,2842,2,2842,2842,574,43,3660,826200,3400,700000,70,2533
"5310",28929,8175,4,8175,8175,1859,90,4440,1080000,4000,1000000,100,2633
"7920",40340,10588,3,10588,10588,2336,71,5640,1836000,3400,700000,70,2703
"7686",38982,11825,3,11825,11825,2597,90,3420,712800,3400,700000,70,2773
"4951",26936,9723,1,9723,9723,2655,42,3026520,4013760600,9800,4460000,446,3219
"2142",12085,3698,3,3698,3698,727,21,3600,801900,3600,800000,80,3299
"1092",8102,7547,6,7547,7547,1690,41,3360,683100,8200,2890000,289,3588
"8692",44337,2227,3,2227,2227,467,41,3240,648000,5400,1620000,162,3750
"5756",31404,13892,6,13892,13892,3158,125,75120,46673100,11400,3110000,311,4061
"6479",33962,4281,2,4281,4281,878,42,9840,3267000,7000,2260000,226,4287
"1127",8227,7024,5,7024,7024,1554,82,9960,3132900,3200,640000,64,4351
"1193",8616,7004,3,7004,7004,1567,43,3780,891000,3000,560000,56,4407
"2264",12865,3204,6,3204,3204,613,81,4440,1080000,3400,700000,70,4477
"5777",31530,6916,2,6916,6916,1697,43,52860,40637700,9800,3450000,345,4822
"6729",34937,3350,1,3350,3350,2030,41,3179280,3713202000,3000,560000,56,4878
"8595",43771,5743,14,5743,5743,1156,83,22680,9135900,9200,1750000,175,5053
"5006",27202,9649,1,9649,9649,2655,42,3026520,4013760600,4400,1050000,105,5158
"1053",7934,7309,2,7309,7309,1710,21,25980,13162500,3200,640000,64,5222
"4941",26907,9654,2,9654,9654,2184,43,24180,12319200,2800,490000,49,5271
"282",2034,10793,2,10793,10793,2655,42,3026520,4013760600,5000,1360000,136,5407
"6511",34071,3995,4,3995,3995,790,81,3420,729000,3400,720000,72,5479
"641",5161,9242,2,9242,9242,2117,52,2820,496800,2800,490000,49,5528
"6494",34021,4198,3,4198,4198,828,81,7020,2276100,8600,3940000,394,5922
"2325",13240,3110,2,3110,3110,613,81,4440,1080000,3000,560000,56,5978
"8539",43545,3201,5,3201,3201,612,43,11820,4920300,9800,3740000,374,6352
"346",2679,21102,6,21102,21102,4683,64,18240,7236900,6800,1460000,146,6498
"4983",27099,9551,3,9551,9551,2143,82,7080,2570400,8000,2630000,263,6761
"2733",14821,1907,2,1907,1907,388,21,12780,4992300,4000,1000000,100,6861
"7589",38482,12124,5,12124,12124,2668,82,3000,558900,3400,700000,70,6931
"4697",25799,11077,2,11077,11077,2414,31,2820,496800,3000,560000,56,6987
"6488",33999,8506,4,8506,8506,1728,162,8400,1945800,8400,1960000,196,7183
"1029",7761,7473,3,7473,7473,1710,21,25980,13162500,4000,1000000,100,7283
"1177",8501,7140,3,7140,7140,1542,21,3240,656100,5000,1360000,136,7419
"7406",37485,432,1,432,432,2030,41,3179280,3713202000,2800,490000,49,7468
"6546",34181,4075,2,4075,4075,1129,81,84840,46410300,8400,3050000,305,7773
"7463",37789,397,1,397,397,2030,41,3179280,3713202000,6400,1990000,199,7972
"1759",10739,5008,2,5008,5008,1020,81,3420,712800,3400,700000,70,8042
"2540",14073,2475,1,2475,2475,2030,41,3179280,3713202000,3400,700000,70,8112
"2837",15344,1754,4,1754,1754,361,21,6840,2220300,6800,2190000,219,8331
"4387",23759,3231,3,3231,3231,642,43,4440,1142100,3000,560000,56,8387
"3340",18179,358,3,358,358,50,41,5340,1663200,8200,2890000,289,8676
"917",6849,23584,8,23584,23584,5411,214,98700,61144200,12200,3000000,300,8976
"1140",8277,6947,3,6947,6947,1514,42,4020,1009800,3400,700000,70,9046
"4122",22299,10924,2,10924,10924,2399,82,6600,2068200,3200,640000,64,9110
"8263",42305,7708,5,7708,7708,1667,41,3480,734400,10400,4200000,420,9530
"813",6188,8234,5,8234,8234,1870,43,3360,683100,5000,1360000,136,9666
"5408",29452,7994,2,7994,7994,1875,82,9840,2973600,8400,3200000,320,9986
"7666",38902,11840,1,11840,11840,2655,42,3026520,4013760600,3000,560000,56,10042
"5272",28810,8488,2,8488,8488,1977,71,6000,1731600,6000,1760000,176,10218
"1612",10352,11145,3,11145,11145,4060,82,6358560,7426404000,6400,1260000,126,10344
"6193",33064,11347,3,11347,11347,3142,84,3182700,3713931000,14800,4680000,468,10812
"5523",30167,7548,6,7548,7548,1690,41,3360,683100,2800,490000,49,10861
"3112",17141,798,4,798,798,129,42,4800,1179900,2800,490000,49,10910
"1211",8688,6879,7,6879,6879,1497,43,3960,980100,3400,700000,70,10980
"7091",36284,1795,2,1795,1795,377,42,4020,1009800,5000,1500000,150,11130
"8011",40852,9651,3,9651,9651,2158,52,3600,801900,12000,5890000,589,11719
"5806",31658,6622,2,6622,6622,1436,81,11940,4626000,2800,490000,49,11768
"7291",37029,997,3,997,997,155,81,2940,538200,5200,1440000,144,11912
"688",5524,8833,6,8833,8833,2020,42,2820,496800,8400,2960000,296,12208
"33",203,12068,5,12068,12068,2660,90,11400,3842100,3000,560000,56,12264
"8665",44230,8602,4,8602,8602,1982,71,3000,561600,5400,1700000,170,12434
"105",668,11765,1,11765,11765,2687,82,1861740,30251171700,2800,490000,49,12483
"6423",33803,4393,1,4393,4393,2030,41,3179280,3713202000,3000,560000,56,12539
"2417",13701,6039,2,6039,6039,4060,82,6358560,7426404000,14200,4300000,430,12969
"8345",42780,12876,7,12876,12876,2760,86,6120,1166400,7000,1560000,156,13125
"1568",10244,5437,3,5437,5437,1107,42,7020,2276100,3400,720000,72,13197
"1921",11301,9074,6,9074,9074,1744,162,6360,1252800,7600,1680000,168,13365
"5211",28419,8864,5,8864,8864,1992,81,4980,1485000,15800,7380000,738,14103
"8321",42647,6675,6,6675,6675,1427,81,2760,476100,3600,800000,80,14183
"6995",36004,2188,2,2188,2188,461,42,3240,648000,3200,630000,63,14246
"6698",34760,3545,1,3545,3545,2030,41,3179280,3713202000,4600,1200000,120,14366
"4587",24997,11411,1,11411,11411,2655,42,3026520,4013760600,4000,1000000,100,14466
"3074",16938,937,2,937,937,492,81,116280,73296000,3200,640000,64,14530
"16",90,12121,3,12121,12121,2667,90,52800,26816400,3600,800000,80,14610
"6555",34207,3896,2,3896,3896,807,81,14760,6224400,3600,800000,80,14690
"4789",26185,10742,1,10742,10742,2655,42,3026520,4013760600,8400,3550000,355,15045
"4154",22419,11008,3,11008,11008,2389,43,3000,558900,18200,9140000,914,15959
"8349",42790,6381,2,6381,6381,1358,41,28560,19583100,4400,1120000,112,16071
"6523",34108,3988,2,3988,3988,807,81,14760,6224400,3200,630000,63,16134
"1184",8580,6892,3,6892,6892,1504,41,33240,26533800,2800,490000,49,16183
"83",508,11882,2,11882,11882,2613,82,3540,772200,3600,800000,80,16263
"7143",36486,1471,2,1471,1471,293,81,4980,1333800,3600,800000,80,16343
"7103",36324,1833,1,1833,1833,2030,41,3179280,3713202000,4800,1190000,119,16462
"1109",8159,7225,2,7225,7225,1584,81,5040,1385100,3200,630000,63,16525
"5474",29844,7762,1,7762,7762,2655,42,3026520,4013760600,3400,700000,70,16595
"6836",35470,5529,6,5529,5529,1090,82,6120,1166400,10000,3060000,306,16901
"8292",42507,14068,5,14068,14068,3128,86,19560,10875600,8400,2170000,217,17118
"2614",14321,2386,3,2386,2386,487,81,3060,583200,6400,2060000,206,17324
"156",1142,11522,3,11522,11522,2537,41,2820,496800,3400,700000,70,17394
"8338",42749,6356,2,6356,6356,1408,42,9600,3778200,3200,630000,63,17457
"6782",35204,2936,3,2936,2936,576,43,5040,1530000,3000,560000,56,17513
"102",654,11826,3,11826,11826,2597,90,3420,712800,4000,1000000,100,17613
"6164",32992,5499,3,5499,5499,1094,81,5040,1385100,10200,5060000,506,18119
"2616",14324,2353,3,2353,2353,509,81,7080,2570400,3000,560000,56,18175
"2729",14813,1934,2,1934,1934,492,81,116280,73296000,5400,1700000,170,18345
"93",593,23767,6,23767,23767,5222,123,15240,6168600,6800,1400000,140,18485
"8104",41450,18583,9,18583,18583,4196,164,11400,3611700,18200,7410000,741,19226
"8562",43651,2546,1,2546,2546,2030,41,3179280,3713202000,3400,700000,70,19296
"6245",33200,5173,2,5173,5173,1081,43,15360,6324300,6400,1960000,196,19492
"8187",42045,8187,4,8187,8187,1864,71,3240,648000,3800,900000,90,19582
"2606",14297,2293,4,2293,2293,484,81,3240,656100,3200,640000,64,19646
"5878",32000,6424,2,6424,6424,1450,43,140700,130551300,5000,1260000,126,19772
"6976",35949,4476,2,4476,4476,1440,162,752280,613836000,8400,2080000,208,19980
"7311",37083,884,2,884,884,492,81,116280,73296000,6800,2190000,219,20199
"1522",10147,5879,4,5879,5879,1196,41,3060,583200,5000,1360000,136,20335
"3194",17470,821,1,821,821,2030,41,3179280,3713202000,4000,1000000,100,20435
"6834",35464,2762,2,2762,2762,573,41,7020,3078000,3000,560000,56,20491
"8310",42600,13736,5,13736,13736,3045,86,14820,6733800,8000,1820000,182,20673
"7653",38837,11887,2,11887,11887,2641,90,22020,12229200,3000,560000,56,20729
"2113",11991,8002,9,8002,8002,1561,74,9240,2430000,10800,3400000,340,21069
"7938",40430,10484,2,10484,10484,2316,31,3420,729000,3400,720000,72,21141
"561",4507,9356,1,9356,9356,2191,21,86400,70120800,3600,800000,80,21221
"5118",28035,9087,2,9087,9087,2081,90,34740,26803800,10000,4810000,481,21702
"7718",39169,11713,1,11713,11713,2655,42,3026520,4013760600,3400,700000,70,21772
"6304",33326,5124,2,5124,5124,1132,81,13620,7028100,3000,560000,56,21828
"5738",31280,7090,3,7090,7090,1549,81,3000,558900,8400,4320000,432,22260
"1146",8304,7154,2,7154,7154,1586,81,3180,631800,3200,640000,64,22324
"1756",10728,5001,7,5001,5001,969,43,4980,1360800,6800,2330000,233,22557
"6333",33433,19534,13,19534,19534,3934,204,91980,50616000,16200,3950000,395,22952
"6935",35787,7523,4,7523,7523,1819,163,138780,108874800,13800,3990000,399,23351
"2165",12261,3660,2,3660,3660,758,81,9600,3311100,4400,1050000,105,23456
"8589",43740,2151,1,2151,2151,2030,41,3179280,3713202000,3200,630000,63,23519
"5460",29746,16233,9,16233,16233,3656,162,10200,2894400,23000,9700000,970,24489
"3262",17786,456,3,456,456,81,81,11400,6957900,3600,800000,80,24569
"5624",30779,14800,4,14800,14800,3295,124,43320,19584000,8400,2260000,226,24795
"3155",17320,764,4,764,764,123,81,7020,2068200,4400,1050000,105,24900
"1798",10898,15000,14,15000,15000,3086,166,41460,21069900,9800,1990000,199,25099
"7293",37032,881,2,881,881,492,81,116280,73296000,4400,1050000,105,25204
"5918",32144,6269,5,6269,6269,1344,43,3540,772200,3600,800000,80,25284
"2128",12036,3724,2,3724,3724,730,81,4980,1485000,4000,1000000,100,25384
"1486",10068,5800,4,5800,5800,1197,82,3480,734400,3600,800000,80,25464
"4477",24172,11878,3,11878,11878,2610,90,4560,1170000,3000,560000,56,25520
"8631",43982,743,3,743,743,131,81,6180,1676700,3000,560000,56,25576
"5150",28157,8878,3,8878,8878,2052,81,4740,1159200,3600,800000,80,25656
"2147",12139,3664,2,3664,3664,722,42,6600,2700000,4400,1050000,105,25761
"892",6706,7841,1,7841,7841,2655,42,3026520,4013760600,3000,560000,56,25817
"4584",24978,11438,3,11438,11438,2488,41,19860,12837600,3400,700000,70,25887
"4916",26776,9738,1,9738,9738,2655,42,3026520,4013760600,4000,1000000,100,25987
"4066",22073,11518,1,11518,11518,2655,42,3026520,4013760600,4000,1000000,100,26087
"7814",39840,11244,2,11244,11244,2461,90,3240,648000,3200,640000,64,26151
"5779",31538,6716,5,6716,6716,1450,43,140700,130551300,3600,800000,80,26231
"2579",14198,7476,5,7476,7476,3034,143,3185880,3714557400,11200,2450000,245,26476
"4544",24534,23160,2,23160,23160,5310,84,6053040,8027521200,6600,1330000,133,26609
"6107",32868,5633,1,5633,5633,2030,41,3179280,3713202000,3400,700000,70,26679
"5448",29638,7696,1,7696,7696,1807,90,7080,2570400,4000,1000000,100,26779
"5010",27253,9355,1,9355,9355,2191,21,86400,70120800,3400,700000,70,26849
"8035",40952,18919,6,18919,18919,4284,124,11640,3391200,10000,3060000,306,27155
"2691",14651,4156,4,4156,4156,884,84,13200,4233600,8000,1920000,192,27347
"2846",15382,1570,5,1570,1570,311,42,3840,918000,3200,630000,63,27410
"8076",41239,9103,2,9103,9103,2108,82,5220,1539000,3000,560000,56,27466
"4403",23849,1583,2,1583,1583,337,41,4980,1242000,3600,800000,80,27546
"944",7095,7619,7,7619,7619,1707,90,7980,2401200,3400,700000,70,27616
"5958",32346,6096,1,6096,6096,1383,21,44340,28422000,3600,800000,80,27696
"7153",36539,8820,21,8820,8820,1775,325,45780,25981200,26000,7770000,777,28473
"3207",17542,2174,8,2174,2174,381,166,24540,9581400,11600,2700000,270,28743
"1458",9996,6177,2,6177,6177,1296,43,6360,1718100,5400,1700000,170,28913
"3116",17158,1152,4,1152,1152,194,81,40620,21190500,12000,4060000,406,29319
"5443",29624,7832,1,7832,7832,2655,42,3026520,4013760600,4800,1350000,135,29454
"792",6096,16918,3,16918,16918,4677,172,1882740,30260299500,10200,2890000,289,29743
"3106",17119,863,1,863,863,261,21,84900,55801800,4000,1000000,100,29843
"3125",17205,839,3,839,839,147,81,9600,4021200,3400,700000,70,29913
"722",5751,26115,10,26115,26115,6090,123,9537840,11139606000,9600,1980000,198,30111
"2754",14878,7886,10,7886,7886,2018,205,389700,310503600,12600,2540000,254,30365
"5621",30770,7488,2,7488,7488,1744,41,18420,13934700,10000,3950000,395,30760
"2500",13954,2634,1,2634,2634,2030,41,3179280,3713202000,2800,490000,49,30809
"273",1965,10848,3,10848,10848,2368,71,2820,496800,3400,700000,70,30879
"291",2101,10907,1,10907,10907,2655,42,3026520,4013760600,3000,560000,56,30935
"5796",31630,13466,3,13466,13466,4089,94,3032940,4015766700,8400,2260000,226,31161
"4444",24051,12025,6,12025,12025,2626,42,10020,3299400,6800,2400000,240,31401
"2344",13329,2944,1,2944,2944,1352,42,459060,495769500,3400,700000,70,31471
"8158",41887,8670,5,8670,8670,2019,71,3360,683100,7000,2360000,236,31707
"852",6426,8184,4,8184,8184,1863,82,3060,583200,4000,1000000,100,31807
"1321",9174,6491,6,6491,6491,1383,21,44340,28422000,5400,1700000,170,31977
"7827",39902,11127,3,11127,11127,2434,43,5040,1296000,3400,700000,70,32047
"5497",29951,7744,1,7744,7744,2655,42,3026520,4013760600,10400,3450000,345,32392
"2415",13674,3054,4,3054,3054,565,41,3480,734400,6800,2400000,240,32632
"5466",29780,7718,1,7718,7718,1792,43,178620,164634300,3200,630000,63,32695
"7181",36683,1378,1,1378,1378,272,41,3480,734400,3400,700000,70,32765
"8384",42890,6122,4,6122,6122,1258,41,3600,801900,6800,2890000,289,33054
"171",1356,11288,2,11288,11288,2476,71,3660,826200,3400,720000,72,33126
"823",6282,16265,4,16265,16265,4534,63,3030120,4014562500,6800,1400000,140,33266
"3047",16786,1157,2,1157,1157,720,81,376140,306918000,4800,1190000,119,33385
"1852",11087,4683,4,4683,4683,900,41,3060,583200,4000,1000000,100,33485
"6756",35086,3400,3,3400,3400,594,43,8820,3607200,16800,8040000,804,34289
"4997",27145,9563,2,9563,9563,2173,82,4980,1242000,5600,1800000,180,34469
"6069",32768,11819,7,11819,11819,2419,133,7020,1514700,10800,2980000,298,34767
"6914",35716,2493,1,2493,2493,2030,41,3179280,3713202000,3000,560000,56,34823
"5955",32329,6097,1,6097,6097,1383,21,44340,28422000,4000,1000000,100,34923
"7929",40392,10584,1,10584,10584,2360,43,15480,6766200,5000,1500000,150,35073
"3422",18700,63,3,63,63,19,82,2760,476100,2800,490000,49,35122
"1361",9414,6282,3,6282,6282,1350,42,3540,772200,3600,800000,80,35202
"3365",18344,201,3,201,201,37,42,3660,826200,3600,800000,80,35282
"3115",17153,880,2,880,880,492,81,116280,73296000,8200,2580000,258,35540
"6759",35108,3015,2,3015,3015,720,81,376140,306918000,4000,1000000,100,35640
"5213",28422,8653,2,8653,8653,2016,43,6360,2043900,4800,1190000,119,35759
"5677",30996,7238,1,7238,7238,2655,42,3026520,4013760600,6400,1910000,191,35950
"4719",25889,11014,1,11014,11014,2655,42,3026520,4013760600,3600,800000,80,36030
"4960",26991,9735,1,9735,9735,2655,42,3026520,4013760600,3600,800000,80,36110
"3616",19748,10061,4,10061,10061,2245,21,8640,3740400,3600,800000,80,36190
"7760",39576,11585,3,11585,11585,2533,21,3060,583200,3200,640000,64,36254
"2494",13934,2724,4,2724,2724,553,81,2940,538200,3600,800000,80,36334
"4512",24304,11723,3,11723,11723,2583,90,8460,3790800,8600,2940000,294,36628
"1350",9347,6248,3,6248,6248,1362,81,3000,558900,3400,700000,70,36698
"4532",24446,11567,1,11567,11567,2547,90,8040,2401200,3400,700000,70,36768
"6768",35161,3095,2,3095,3095,610,81,6180,1656000,3000,560000,56,36824
"4546",24548,11618,2,11618,11618,2549,71,3420,729000,6800,2250000,225,37049
"3348",18246,245,2,245,245,49,81,9780,3456000,5400,1700000,170,37219
"5486",29888,7661,2,7661,7661,1747,42,3600,795600,3600,800000,80,37299
"5037",27477,9332,1,9332,9332,2133,43,18240,8108100,3400,700000,70,37369
"5691",31050,7128,6,7128,7128,1562,42,3420,729000,3600,810000,81,37450
"6754",35080,9270,5,9270,9270,2057,203,755700,614548800,9800,1960000,196,37646
"3928",21398,6051,2,6051,6051,1235,43,8400,2727900,14800,6000000,600,38246
"8208",42090,8183,4,8183,8183,1860,82,6480,1814400,3400,700000,70,38316
"2525",14036,7684,4,7684,7684,3267,174,930900,995641200,9800,1960000,196,38512
"1832",11013,4548,5,4548,4548,872,21,2760,476100,3400,700000,70,38582
"5346",29086,8194,6,8194,8194,1823,42,18420,11232900,9800,4040000,404,38986
"6600",34353,3681,1,3681,3681,1352,42,459060,495769500,3400,700000,70,39056
"5196",28351,8600,3,8600,8600,1981,81,8400,2727000,5000,1500000,150,39206
"1505",10104,5660,2,5660,5660,1180,41,3360,683100,3600,800000,80,39286
"8697",44375,1738,7,1738,1738,329,90,13620,5062500,2800,490000,49,39335
"1623",10391,5302,2,5302,5302,1088,42,3600,801900,3000,560000,56,39391
"3800",20950,9006,2,9006,9006,2080,71,3780,891000,3800,900000,90,39481
"8435",43035,5109,1,5109,5109,2030,41,3179280,3713202000,2800,490000,49,39530
"8724",44495,1119,2,1119,1119,263,21,15180,8449200,2800,490000,49,39579
"5727",31223,7014,4,7014,7014,1550,42,3240,656100,3200,640000,64,39643
"6987",35986,2247,1,2247,2247,2030,41,3179280,3713202000,5000,1360000,136,39779
"5005",27189,9502,4,9502,9502,2149,42,2820,496800,3200,640000,64,39843
"5692",31051,21725,10,21725,21725,4813,166,40500,16411500,15000,4420000,442,40285
"2",5,162,4,162,162,40,81,3180,631800,3000,560000,56,40341
"859",6471,7980,3,7980,7980,1833,81,4980,1360800,3000,560000,56,40397
"6319",33381,4953,4,4953,4953,950,81,3600,801900,4800,1190000,119,40516
"3962",21510,8892,6,8892,8892,1744,162,6360,1252800,7000,1500000,150,40666
"962",7186,7624,1,7624,7624,2030,41,3179280,3713202000,3600,800000,80,40746
"931",6989,7834,2,7834,7834,1800,71,3660,826200,3000,560000,56,40802
"2586",14234,4794,4,4794,4794,1000,162,6180,1179900,6200,1190000,119,40921
"6202",33088,5417,2,5417,5417,1123,42,54600,45227700,6800,2260000,226,41147
"895",6736,7837,5,7837,7837,1775,90,2820,496800,3600,800000,80,41227
"858",6453,7869,2,7869,7869,1784,21,2760,476100,3200,640000,64,41291
"6776",35193,6060,2,6060,6060,4060,82,6358560,7426404000,6800,1430000,143,41434
"5594",30566,7807,3,7807,7807,1763,82,4380,1035000,21400,13480000,1348,42782
"2126",12034,3740,4,3740,3740,733,41,3420,712800,5400,1700000,170,42952
"7988",40733,9740,1,9740,9740,2655,42,3026520,4013760600,3400,700000,70,43022
"7043",36164,2264,2,2264,2264,492,81,116280,73296000,10000,3770000,377,43399
"3950",21487,4575,1,4575,4575,2030,41,3179280,3713202000,3400,700000,70,43469
"5116",28024,8933,1,8933,8933,2081,90,34740,26803800,5200,1440000,144,43613
"8253",42211,7852,2,7852,7852,1802,71,3060,583200,3000,560000,56,43669
"6200",33084,5319,1,5319,5319,1139,41,13440,6922800,3000,560000,56,43725
"3320",18072,339,3,339,339,55,81,3600,801900,3000,560000,56,43781
"1431",9877,12292,5,12292,12292,2623,162,24120,8362800,7200,1600000,160,43941
"6963",35914,2404,2,2404,2404,470,81,8400,2835000,4800,1190000,119,44060
"2187",12412,18447,19,18447,18447,3663,211,47340,18860400,18800,4410000,441,44501
"8186",42044,16722,3,16722,16722,4618,124,3033480,4015774800,12400,3850000,385,44886
"5326",28992,8397,2,8397,8397,1869,82,6420,2068200,8000,3750000,375,45261
"941",7056,7663,1,7663,7663,2655,42,3026520,4013760600,3600,800000,80,45341
"6480",33970,4227,4,4227,4227,837,81,4020,1009800,3600,800000,80,45421
"6982",35974,2279,2,2279,2279,478,81,3240,656100,3000,560000,56,45477
"613",4989,9110,2,9110,9110,2099,31,5040,1296000,5000,1260000,126,45603
"7902",40236,10694,1,10694,10694,2655,42,3026520,4013760600,3400,700000,70,45673
"1552",10203,5673,4,5673,5673,1184,41,38340,22613400,5000,1500000,150,45823
"2392",13577,3006,4,3006,3006,591,41,3600,801900,6800,2190000,219,46042
"8327",42678,6607,3,6607,6607,1433,41,251220,183303000,12000,4690000,469,46511
"5614",30719,22431,8,22431,22431,5297,251,157200,99117900,11400,2550000,255,46766
"4955",26953,9586,3,9586,9586,2162,82,3240,656100,3600,800000,80,46846
"6149",32955,5644,1,5644,5644,2030,41,3179280,3713202000,4800,1190000,119,46965
"242",1818,21934,6,21934,21934,4806,164,13200,3796200,6600,1340000,134,47099
"4614",25218,11287,1,11287,11287,2655,42,3026520,4013760600,3400,720000,72,47171
"1325",9212,6696,2,6696,6696,1792,43,178620,164634300,4000,1000000,100,47271
"2482",13886,2730,1,2730,2730,2030,41,3179280,3713202000,3600,800000,80,47351
"5640",30856,7185,1,7185,7185,1624,42,13860,6723000,3200,640000,64,47415
"4713",25868,11015,1,11015,11015,2655,42,3026520,4013760600,4000,1000000,100,47515
"8660",44201,10947,2,10947,10947,2655,42,3026520,4013760600,5600,1800000,180,47695
"8006",40805,9583,5,9583,9583,2160,43,10080,3904200,3600,800000,80,47775
"7204",36760,1218,2,1218,1218,315,41,29160,21270600,3000,560000,56,47831
"6780",35200,3127,3,3127,3127,576,43,5040,1530000,8200,3590000,359,48190
"4607",25139,11329,2,11329,11329,2476,71,3660,826200,3600,800000,80,48270
"3381",18403,334,1,334,334,2030,41,3179280,3713202000,3200,630000,63,48333
"2085",11896,3885,4,3885,3885,747,81,2820,496800,3000,560000,56,48389
"1937",11367,4350,1,4350,4350,857,43,8460,3596400,2800,490000,49,48438
"4596",25078,11354,2,11354,11354,2480,31,3000,558900,3000,560000,56,48494
"1438",9926,5852,4,5852,5852,1223,42,3360,683100,3400,700000,70,48564
"1306",9099,6610,4,6610,6610,1487,90,13380,4800600,3400,700000,70,48634
"2199",12460,10938,6,10938,10938,3459,165,3190140,3716072100,17000,6020000,602,49236
"5297",28882,8302,2,8302,8302,1911,43,7020,2519100,3400,700000,70,49306
"4939",26898,9868,1,9868,9868,2655,42,3026520,4013760600,8400,2960000,296,49602
"8302",42557,14093,10,14093,14093,3102,103,6660,1368900,13400,4560000,456,50058
"7133",36458,1604,1,1604,1604,720,81,376140,306918000,6800,2090000,209,50267
"7512",38067,220,1,220,220,2030,41,3179280,3713202000,6400,1750000,175,50442
"49",256,12036,2,12036,12036,2660,90,11400,3842100,6200,1680000,168,50610
"3843",21113,8042,6,8042,8042,1810,43,4980,1242000,4200,980000,98,50708
"165",1251,11371,2,11371,11371,2476,71,3660,826200,3400,700000,70,50778
"2592",14259,5203,5,5203,5203,1079,85,16620,5742900,14400,4690000,469,51247
"1812",10952,9828,5,9828,9828,1931,124,19800,7512300,8200,1950000,195,51442
"3983",21563,4007,1,4007,4007,2030,41,3179280,3713202000,5400,1620000,162,51604
"8081",41289,8992,2,8992,8992,2091,90,11580,4916700,5200,1530000,153,51757
"2481",13884,2622,1,2622,2622,537,41,2880,518400,2800,490000,49,51806
"5441",29614,7978,5,7978,7978,1791,43,59460,34513200,8600,3140000,314,52120
"5292",28865,8322,1,8322,8322,2655,42,3026520,4013760600,5600,1800000,180,52300
"3060",16887,1094,4,1094,1094,185,81,4980,1485000,10000,3760000,376,52676
"2501",13956,2524,2,2524,2524,521,42,4380,1035000,3000,560000,56,52732
"7058",36205,3920,4,3920,3920,2407,83,3183300,3714211800,5800,1050000,105,52837
"3730",20345,9934,3,9934,9934,2225,42,3420,703800,4000,1000000,100,52937
"2945",15967,1348,3,1348,1348,268,21,3420,703800,3400,700000,70,53007
"2986",16273,1333,3,1333,1333,296,90,23160,9720900,2800,490000,49,53056
"6277",33268,10118,7,10118,10118,2041,83,37560,20580300,9600,2450000,245,53301
"4669",25609,11487,7,11487,11487,2419,82,6840,1883700,23000,11740000,1174,54475
"2566",14141,2492,2,2492,2492,515,81,3420,703800,3400,700000,70,54545
"5314",28946,8572,2,8572,8572,2013,21,4800,1209600,10600,5300000,530,55075
"6070",32772,5687,3,5687,5687,1190,81,3420,712800,3400,700000,70,55145
"5890",32049,6429,1,6429,6429,1493,82,19680,11634300,3400,700000,70,55215
"2888",15560,1603,2,1603,1603,720,81,376140,306918000,8600,2800000,280,55495
"7733",39248,11711,4,11711,11711,2571,21,10320,4004100,7000,2360000,236,55731
"4965",27002,9736,5,9736,9736,2160,43,10080,3904200,10200,3590000,359,56090
"6082",32802,6004,2,6004,6004,1274,52,6000,1711800,6000,1690000,169,56259
"7372",37304,564,1,564,564,2030,41,3179280,3713202000,3000,560000,56,56315
"4942",26915,9802,1,9802,9802,2655,42,3026520,4013760600,4800,1190000,119,56434
"2038",11743,4074,3,4074,4074,804,81,3240,656100,3000,560000,56,56490
"2180",12323,10960,4,10960,10960,4760,163,6366600,7429066200,9200,1760000,176,56666
"8047",41041,9252,2,9252,9252,2118,90,4740,1159200,3000,560000,56,56722
"1445",9957,5983,4,5983,5983,1267,41,19800,9079200,5200,1440000,144,56866
"8677",44294,8171,1,8171,8171,2655,42,3026520,4013760600,13400,5660000,566,57432
"3970",21532,4109,3,4109,4109,812,71,3600,801900,3000,560000,56,57488
"1181",8527,13898,5,13898,13898,3094,122,6000,1117800,6400,1260000,126,57614
"2767",14937,1834,2,1834,1834,389,81,8220,2359800,4800,1190000,119,57733
"7046",36170,1982,1,1982,1982,2030,41,3179280,3713202000,2800,490000,49,57782
