# precip,,,
,eco1,eco1,eco1
TIMESTEP,MEAN(mm/m),STD_DEV(mm/m),VARIANCE(mm/m^2)
2099-12-28,30.67725454,5.28687411,27.95103786
2099-11-27,150.2303057,16.79864935,282.1946199
2099-10-27,66.24729302,8.480491238,71.91873163
2099-09-27,62.74047855,7.176076932,51.49608013
2099-08-27,68.59780549,13.37765167,178.9615643
2099-07-28,96.73933777,27.21417906,740.6115417
2099-06-27,160.1832832,24.89797286,619.9090523
2099-05-27,83.39039194,18.91364235,357.7258669
2099-04-27,69.7788837,13.93914884,194.2998704
2099-03-27,128.8097059,17.870168,319.3429045
2099-02-25,25.89276826,7.070444467,49.99118496
2099-01-25,205.9074768,15.57642087,242.624887
2098-12-28,30.67725454,5.28687411,27.95103786
2098-11-27,150.2303057,16.79864935,282.1946199
2098-10-27,103.3652363,8.861856564,78.53250177
2098-09-27,42.02547935,11.03522446,121.7761788
2098-08-27,51.91652161,15.02736551,225.8217142
2098-07-28,122.1887758,40.77082398,1662.260088
2098-06-27,74.23911802,17.70977801,313.6362371
2098-05-27,232.1232651,69.56323633,4839.043848
2098-04-27,92.68956915,15.43747316,238.3155777
2098-03-27,102.7673466,19.1937144,368.3986723
2098-02-25,62.88309747,9.131057011,83.37620213
2098-01-25,117.0698402,11.1896564,125.2084103
2097-12-28,77.19081012,8.452498209,71.44472597
2097-11-27,71.53005929,7.31801362,53.55332335
2097-10-27,74.9993878,7.721647,59.6238324
2097-09-27,95.43138418,9.973625917,99.47321393
2097-08-27,48.36066324,14.96602333,223.9818544
2097-07-28,119.3851518,33.52997272,1124.259071
2097-06-27,169.2840777,31.74819089,1007.947625
2097-05-27,280.1079822,118.2137467,13974.48992
2097-04-27,104.9694015,14.96233314,223.8714129
2097-03-27,170.5457819,18.38088388,337.856892
2097-02-25,58.84873322,7.637311266,58.32852337
2097-01-25,208.5062622,22.70132458,515.3501379
2096-12-28,63.43302427,6.765232105,45.76836544
2096-11-27,151.5124341,10.74551682,115.4661317
2096-10-27,131.4980046,14.57479484,212.4246447
2096-09-27,51.58659411,11.67134127,136.2202071
2096-08-27,162.9347712,17.66391152,312.0137702
2096-07-28,59.13773318,8.113968486,65.8364846
2096-06-27,366.5833387,87.96052794,7737.054476
2096-05-27,178.4052102,47.67566463,2272.968998
2096-04-27,47.21311731,10.08872854,101.7824436
