# precip,,,
,eco1,eco1,eco1
TIMESTEP,MEAN(mm/m),STD_DEV(mm/m),VARIANCE(mm/m^2)
2099-12-28,94.50891937,7.946209131,63.14223955
2099-11-27,110.4235783,13.48443516,181.8299916
2099-10-27,102.4941762,9.356636732,87.54665093
2099-09-27,62.3712098,10.42038953,108.584518
2099-08-27,78.29859731,9.837981181,96.78587371
2099-07-28,272.4628153,72.91403913,5316.457103
2099-06-27,65.75410753,15.0412934,226.2405072
2099-05-27,46.66624014,9.960456305,99.21068981
2099-04-27,225.3916841,40.2045431,1616.405286
2099-03-27,94.92586824,10.68956948,114.2668956
2099-02-25,144.6024618,24.584004,604.3732526
2099-01-25,85.72779724,11.38539365,129.6271885
2098-12-28,94.50891937,7.946209131,63.14223955
2098-11-27,110.4235783,13.48443516,181.8299916
2098-10-27,116.3954831,18.14939847,329.4006647
2098-09-27,57.61586758,5.847105669,34.18864471
2098-08-27,107.1387813,27.59837742,761.6704362
2098-07-28,52.27328475,12.00812383,144.1950378
2098-06-27,157.2610179,67.89505946,4609.739099
2098-05-27,111.0904968,21.22116151,450.3376956
2098-04-27,109.194211,29.60916597,876.7027092
2098-03-27,23.60940713,6.25251908,39.09399485
2098-02-25,55.40100383,18.64182463,347.5176254
2098-01-25,145.3783184,25.90836496,671.243375
2097-12-28,24.68182962,4.825610588,23.28651755
2097-11-27,44.66631887,12.41065476,154.0243517
2097-10-27,137.3629164,11.51426036,132.5781917
2097-09-27,66.49410633,18.03983034,325.4354786
2097-08-27,38.35831808,3.606798462,13.00899514
2097-07-28,173.0580693,16.76816316,281.1712956
2097-06-27,109.3553141,48.03734668,2307.586676
2097-05-27,96.79621056,31.92495399,1019.202687
2097-04-27,67.85987601,12.77566104,163.217515
2097-03-27,137.0339084,13.7125197,188.0331964
2097-02-25,187.4505345,30.95433297,958.1707298
2097-01-25,103.0349208,11.55668384,133.5569414
2096-12-28,145.7411498,15.04357,226.3089983
2096-11-27,94.98394173,12.22904715,149.5495942
2096-10-27,97.49176181,13.79258212,190.2353215
2096-09-27,17.27951012,6.488604657,42.10199039
2096-08-27,25.87228869,5.401200102,29.17296254
2096-07-28,90.98689617,9.302909721,86.54412927
2096-06-27,111.556319,20.7263376,429.5810703
2096-05-27,208.901147,23.52048818,553.2133644
2096-04-27,124.8143849,22.1351252,489.9637676
2096-03-27,96.03099847,10.88944937,118.5801076
2096-02-26,126.661179,13.22516989,174.9051185
2096-01-26,81.96213932,14.98933647,224.6802078
2095-12-29,69.26406923,10.33702295,106.8540435
2095-11-28,92.59631856,9.085170908,82.54033042
2095-10-28,89.22745882,16.79587082,282.1012766
2095-09-28,42.79888613,6.197037531,38.40327416
2095-08-28,47.59879086,14.9306733,222.9250053
2095-07-28,118.399324,25.72658681,661.8572691
2095-06-28,141.4548038,26.70191706,712.9923748
2095-05-28,173.5173033,37.70076321,1421.347546
2095-04-28,47.31295355,17.55624567,308.2217621
2095-03-28,95.66963413,11.69856285,136.8563727
2095-02-26,27.54805019,5.583434937,31.1747457
2095-01-26,45.26351667,6.982447397,48.75457166
2094-12-29,106.1487455,19.6504563,386.1404329
2094-11-28,104.6921541,9.137627543,83.49623711
2094-10-28,24.42227281,5.060764399,25.6113363
2094-09-28,123.113769,13.35109495,178.2517364
2094-08-28,91.250315,26.02513625,677.3077171
2094-07-29,86.02917396,30.26819783,916.1637996
2094-06-28,211.9043397,95.04294143,9033.160716
2094-05-28,121.7973577,46.13329633,2128.28103
2094-04-28,234.9532343,36.4262267,1326.869991
2094-03-28,81.84698402,11.48697187,131.9505226
2094-02-26,69.28301784,11.33679958,128.5230248
2094-01-26,107.2673035,10.42598285,108.7011183
2093-12-29,115.61151,10.9202861,119.2526485
2093-11-28,105.0292828,12.16602429,148.0121471
2093-10-28,18.52976312,3.584927532,12.85170541
2093-09-28,115.7123846,11.75532784,138.1877326
2093-08-28,210.0312452,17.16563529,294.6590349
2093-07-29,139.3933995,38.77147468,1503.227249
2093-06-28,80.97550408,27.96912393,782.2718936
2093-05-28,61.76445258,24.09889491,580.7567358
2093-04-28,65.5156962,13.55418124,183.7158291
2093-03-28,74.96987543,13.76284464,189.4158926
2093-02-26,75.72004569,13.45849716,181.1311457
2093-01-26,75.52872888,8.52450731,72.66722488
2092-12-29,38.13362461,6.184167057,38.24392219
2092-11-28,85.78260726,16.9623603,287.7216669
2092-10-28,81.71335369,20.73808401,430.0681283
2092-09-28,27.77902687,5.524249712,30.51733488
2092-08-28,87.19082893,25.50004285,650.2521852
2092-07-29,249.5073922,59.25166859,3510.760231
2092-06-28,173.8615152,30.07583074,904.5555946
2092-05-28,130.3850748,42.80785799,1832.512706
2092-04-28,30.01879275,9.995093205,99.90188817
2092-03-28,106.699964,23.84386848,568.5300641
2092-02-27,113.2707849,22.05323179,486.3450325
2092-01-27,192.050234,30.23414278,914.1033898
2091-12-30,77.87184241,7.629106025,58.20325874
2091-11-29,32.93517567,4.198764268,17.62962138
2091-10-29,64.93463172,9.695822032,94.00896488
2091-09-29,138.3300947,18.03088471,325.1128033
2091-08-29,192.6544193,32.98154957,1087.782612
2091-07-30,126.9266854,14.82566428,219.8003214
2091-06-29,89.50567231,16.01193097,256.3819334
2091-05-29,34.28013414,9.984729952,99.69483221
2091-04-29,42.30376449,13.61070218,185.2512137
2091-03-29,86.71090514,10.49220316,110.0863271
2091-02-27,148.2539844,18.9238411,358.1117619
2091-01-27,127.2508558,12.05349082,145.286641
2090-12-30,123.3684923,10.30810088,106.2569438
2090-11-29,113.9749879,10.49935059,110.2363628
2090-10-29,30.6181923,7.310834809,53.44830561
2090-09-29,188.273323,24.16548163,583.9705024
2090-08-29,55.12331978,8.372980217,70.10679771
2090-07-30,71.61386848,26.28839564,691.0797455
2090-06-29,248.0733166,42.35650813,1794.073781
2090-05-29,151.044451,23.7938807,566.1487589
2090-04-29,106.687171,22.68205799,514.4757547
2090-03-29,65.15435319,12.69598407,161.1880115
2090-02-27,59.73032611,14.7686598,218.1133124
2090-01-27,106.7414704,11.34848535,128.7881197
2089-12-30,46.33764362,4.320748696,18.66886929
2089-11-29,67.54078973,20.43810035,417.715946
2089-10-29,137.1090046,15.79394515,249.4487035
2089-09-29,137.69853,16.41549502,269.4684766
2089-08-29,121.3701671,22.41139859,502.2707869
2089-07-30,67.22074797,27.0019236,729.1038782
2089-06-29,141.5719906,39.11878831,1530.279599
2089-05-29,44.72976165,12.28829687,151.00224
2089-04-29,198.3188852,34.45044626,1186.833248
2089-03-29,49.39421984,9.652699515,93.17460794
2089-02-27,39.02081948,12.36195097,152.8178318
2089-01-27,65.90608617,11.8389437,140.160588
2088-12-30,76.00907274,11.46171508,131.3709125
2088-11-29,45.70418641,7.533644195,56.75579486
2088-10-29,98.66228131,21.95941143,482.2157505
2088-09-29,91.05529685,9.324821166,86.95228978
2088-08-29,117.9632642,13.57757811,184.3506272
2088-07-30,140.7149313,19.56379462,382.74206
2088-06-29,191.1799957,21.15670484,447.6061595
2088-05-29,197.121543,42.81018421,1832.711872
2088-04-29,78.2878361,14.70638652,216.2778044
2088-03-29,88.81586314,18.47223587,341.2234979
2088-02-28,88.22116925,11.06605008,122.4574644
2088-01-28,99.80934669,12.81746492,164.287407
2087-12-31,80.46394483,7.446341946,55.44800838
2087-11-30,79.77963301,14.29331875,204.2989608
2087-10-30,38.61383918,4.539814822,20.60991862
2087-09-30,68.79053774,16.57190556,274.6280537
2087-08-30,54.93655127,8.955847827,80.20721029
2087-07-31,93.66064342,31.20425475,973.7055145
2087-06-30,72.81843042,14.89708933,221.9232705
2087-05-30,287.8840049,56.96241006,3244.71616
2087-04-30,79.55104549,15.33894989,235.2833839
2087-03-30,114.1780489,23.19373782,537.9494739
2087-02-28,111.1215484,24.04943426,578.3752884
2087-01-28,121.2990556,17.40465439,302.9219946
2086-12-31,137.5339534,10.01757728,100.3518546
2086-11-30,67.81208365,6.958627171,48.42249211
2086-10-30,101.5959163,14.57649007,212.4740629
2086-09-30,45.62062224,14.56811632,212.2300132
2086-08-30,135.5030528,13.14209479,172.7146556
2086-07-31,24.09928875,7.544968355,56.92654747
2086-06-30,132.4018929,21.23211772,450.8028229
2086-05-30,78.17101525,13.94557639,194.479101
2086-04-30,165.4246563,31.05698804,964.5365062
2086-03-30,35.56718804,16.27388055,264.8391881
2086-02-28,53.24451598,7.503984654,56.30978569
2086-01-28,160.0035164,19.76810078,390.7778086
2085-12-31,163.6990253,22.89499939,524.1809973
2085-11-30,150.9492406,23.01877697,529.8640931
2085-10-30,52.18896175,7.973843326,63.58217739
2085-09-30,45.25164662,8.162174615,66.62109444
2085-08-30,96.58902701,13.31323281,177.2421678
2085-07-31,95.80161934,15.58946141,243.031307
2085-06-30,132.5366836,19.65347227,386.2589723
2085-05-30,194.7514219,55.58899563,3090.136435
2085-04-30,85.69123838,23.02817774,530.2969698
2085-03-30,82.8454705,8.594339176,73.86266588
2085-02-28,58.01464092,13.20844388,174.4629897
2085-01-28,69.02521854,8.781572074,77.11600808
2084-12-31,29.4128113,6.513252697,42.4224607
2084-11-30,54.43023784,6.608772426,43.67587298
2084-10-30,65.51934734,11.95126062,142.8326303
2084-09-30,70.53097766,9.86770571,97.37161599
2084-08-30,88.08146787,20.64121945,426.0599402
2084-07-31,167.7132141,18.14751356,329.3322485
2084-06-30,162.2327381,30.9707833,959.1894181
2084-05-30,214.0435502,29.0775951,845.5065368
2084-04-30,170.1613173,26.36486834,695.1062825
2084-03-30,52.34201941,10.54573067,111.2124354
2084-02-29,162.8254606,18.85536784,355.5248965
2084-01-29,48.00810148,5.58227458,31.16178948
2083-12-31,80.76829702,8.055442195,64.89014895
2083-11-30,94.44531733,11.03768806,121.8305578
2083-10-30,82.00323687,9.898798795,97.98621759
2083-09-30,71.5992042,7.456053979,55.59274094
2083-08-30,87.43606866,11.13362839,123.9576811
2083-07-31,103.2258982,18.95884438,359.4377803
2083-06-30,90.36459203,19.28395662,371.8709831
2083-05-30,107.6134666,15.71455455,246.9472246
2083-04-30,131.7585128,37.76337875,1426.072775
2083-03-30,95.72577003,10.37303108,107.5997737
2083-02-28,59.52309898,7.861270043,61.79956669
2083-01-29,29.05723911,5.498832324,30.23715692
2082-12-30,131.7974491,38.21204774,1460.160592
2082-11-29,39.0936895,14.92374196,222.718074
2082-10-29,130.9249771,17.09055562,292.0870914
2082-09-29,133.5096505,15.91482902,253.2817828
2082-08-29,153.3214135,29.35123742,861.4951379
