# precip,,,
,eco1,eco1,eco1
TIMESTEP,MEAN(mm/m),STD_DEV(mm/m),VARIANCE(mm/m^2)
2099-12-28,95.24801897,9.80949803,96.22625161
2099-11-27,71.26928744,6.441843892,41.49735273
2099-10-27,37.59734025,5.994984194,35.93983549
2099-09-27,76.96736972,8.59584478,73.88854748
2099-08-27,113.0855117,25.89937868,670.777816
2099-07-28,94.0375056,20.08225132,403.2968179
2099-06-27,24.01930593,12.70792952,161.4914726
2099-05-27,230.4935366,52.13875588,2718.449864
2099-04-27,99.11294081,18.03938063,325.4192533
2099-03-27,111.6430921,14.37127676,206.5335958
2099-02-25,97.7509468,10.40405459,108.244352
2099-01-25,81.24175424,11.46760863,131.5060477
2098-12-28,95.24801897,9.80949803,96.22625161
2098-11-27,71.26928744,6.441843892,41.49735273
2098-10-27,70.83208008,6.068820724,36.83058498
2098-09-27,54.2849866,10.27146425,105.5029778
2098-08-27,129.719831,17.25696589,297.8028716
2098-07-28,119.5573527,31.56308649,996.2284287
2098-06-27,101.099376,18.71264185,350.1629649
2098-05-27,38.60669285,10.85732095,117.8814181
2098-04-27,103.7656987,15.2935513,233.8927113
2098-03-27,69.9412044,13.91728028,193.6906905
2098-02-25,46.49516056,4.613585169,21.28516811
2098-01-25,202.6288272,16.99843298,288.9467236
2097-12-28,44.31395986,5.811681872,33.77564618
2097-11-27,107.0490676,12.18711825,148.5258512
2097-10-27,89.95421144,8.648535,74.79715765
2097-09-27,210.8778877,32.65603473,1066.416605
2097-08-27,53.27005232,9.078227344,82.4142117
2097-07-28,136.2725971,30.99738455,960.8378492
2097-06-27,104.0331488,24.31483528,591.2112148
2097-05-27,156.2979036,20.66946361,427.2267261
2097-04-27,122.9710262,26.23711647,688.3862804
2097-03-27,129.6242004,18.90096046,357.2463063
2097-02-25,171.63811,36.56268668,1336.830058
2097-01-25,131.87457,14.7502014,217.5684413
2096-12-28,54.34533684,15.16303693,229.9176888
2096-11-27,150.6711329,11.57729656,134.0337956
2096-10-27,7.852931566,1.998421712,3.993689338
2096-09-27,43.55804176,6.594616982,43.48897314
2096-08-27,120.4932817,10.89337787,118.6656814
2096-07-28,63.06027498,12.54188513,157.2988826
2096-06-27,102.3464947,14.9170687,222.5189387
2096-05-27,95.41674543,16.98872682,288.6168389
2096-04-27,190.1756491,27.62297704,763.0288606
2096-03-27,114.215418,15.34544129,235.4825683
2096-02-26,68.65510543,14.26634504,203.5286008
2096-01-26,73.55790508,8.256824579,68.17515214
2095-12-29,26.36262978,4.40888964,19.43830786
2095-11-28,90.14296582,13.18860063,173.9391867
2095-10-28,94.73305185,14.2162731,202.1024208
2095-09-28,22.05515101,6.373872983,40.6262568
2095-08-28,116.5733571,18.30509093,335.0763538
2095-07-28,113.5264878,21.65502806,468.9402402
2095-06-28,185.5903517,37.8357136,1431.541224
2095-05-28,276.4197357,36.79736062,1354.045749
2095-04-28,188.1032895,35.96659207,1293.595745
2095-03-28,118.0936732,21.21674607,450.1503138
2095-02-26,120.6344064,12.36734061,152.9511138
2095-01-26,136.600234,19.28337162,371.8484211
2094-12-29,133.2214071,16.03907015,257.2517713
2094-11-28,66.18102047,6.982770937,48.75908996
2094-10-28,151.7578233,15.99443479,255.8219443
2094-09-28,75.82852254,8.396127164,70.49495135
2094-08-28,81.70253297,7.266659894,52.80434601
2094-07-29,274.0786023,41.97234006,1761.67733
2094-06-28,93.54489811,28.75194775,826.6744995
2094-05-28,54.67402967,26.30500747,691.9534182
2094-04-28,119.7066653,18.72040292,350.4534856
